,Cluster_0,Cluster_1,Cluster_2,Cluster_3,Cluster_4,Cluster_5,Cluster_6,Cluster_7,Cluster_8,Cluster_9,Cluster_10,Cluster_11,Cluster_12,Cluster_14,Cluster_15,Cluster_16,Cluster_17,Cluster_18,Cluster_19,Cluster_20
Cluster_10,0.29743827366274256,0.8028593359548463,0.7412891794521914,0.2985862957818847,0.3226724678802351,0.6512189704025559,0.5303155361778917,0.4878692831447107,0.1842510224493866,0.5619550817052912,1.0,0.6041677177590262,0.4445601249440389,0.24533731666245637,0.5729895599531721,0.12863035662311853,0.06845618594432545,0.1440360169595298,0.09034677878190969,0.19466327622824423
Cluster_11,0.3943233067950921,0.6650864260664847,0.6481057688301404,0.20026092670001386,0.41676332507682295,0.7783311127086977,0.6428998445759513,0.711969375372202,0.22312319357667698,0.5808851594858432,0.6041677177590263,0.9999999999999998,0.4010038511970008,0.28299757074649523,0.42762918641627334,0.18445464536725956,0.1126906499000964,0.2503809335974433,0.1262484832778285,0.2890924745038077
Cluster_12,0.21386282936547824,0.4657903256691259,0.4774304778240927,0.1390040598143045,0.22404362344847106,0.39823393983715005,0.37455071819351193,0.31571714817603314,0.11629614972193769,0.38423006570067475,0.4445601249440389,0.4010038511970008,0.9999999999999999,0.18810565659453038,0.31906172419466605,0.1169277501286923,0.056676736527971935,0.0747468554409354,0.060544713948255134,0.14280582583440046
Cluster_14,0.5406381403475902,0.277936789996686,0.34846903228775944,0.117951624392163,0.47632775171534375,0.3659996640924053,0.25925211291763484,0.22357719284078487,0.2888826288760739,0.2862471199861898,0.2453373166624564,0.28299757074649523,0.18810565659453038,1.0,0.5212190965168534,0.26253842353803514,0.1451023726529914,0.20796510503099638,0.2826651875638461,0.1671432067853996
Cluster_15,0.40000455188664885,0.4958963749570397,0.512443907402644,0.18532085335524837,0.3575297935723636,0.457186486284235,0.34106166841502655,0.3255044709021626,0.24532807518937613,0.39620362910467155,0.5729895599531721,0.42762918641627334,0.31906172419466605,0.5212190965168534,0.9999999999999999,0.19672316421477545,0.08357127116858981,0.18729671199288367,0.1688477757157002,0.21128827719969792
Cluster_16,0.3931678368727271,0.1826704449032725,0.25622120292914424,0.039538148536454466,0.2975007954082967,0.18287333370618067,0.23754716317123462,0.15111957289873892,0.5680748864756219,0.12389708023215669,0.12863035662311853,0.18445464536725956,0.1169277501286923,0.26253842353803514,0.19672316421477545,1.0,0.20516374768437406,0.16483085058447813,0.2856676004196684,0.20827900616909725
Cluster_17,0.23181500601384838,0.10833134057950261,0.19379382113784016,0.014717030760835323,0.17023921281706503,0.10078556013558827,0.16508208998169416,0.07520135094476743,0.20004910669420176,0.054310458334730825,0.06845618594432545,0.11269064990009642,0.05667673652797193,0.14510237265299142,0.08357127116858981,0.20516374768437406,1.0,0.09903587072086555,0.10476514162069471,0.06975664522813671
Cluster_18,0.28346491470101876,0.18452621530667673,0.23032862921820219,0.06271420917311817,0.5232839371034076,0.20887427758371424,0.24116546957113794,0.25153514322283044,0.18069348040574795,0.16653204483046238,0.1440360169595298,0.2503809335974433,0.0747468554409354,0.20796510503099638,0.1872967119928837,0.16483085058447813,0.09903587072086555,1.0,0.12179448959398981,0.0775593767277428
Cluster_19,0.3273834345927335,0.08530532418272752,0.15011700889460725,0.015783850883988548,0.20657377598359675,0.10742288788658394,0.16589630798089314,0.08801087032924279,0.24951318667371802,0.12815022045910537,0.09034677878190969,0.12624848327782853,0.060544713948255134,0.2826651875638461,0.1688477757157002,0.2856676004196683,0.1047651416206947,0.1217944895939898,1.0,0.1426509529851719
Cluster_20,0.25529213561282815,0.2594589510708539,0.2756899179660339,0.07354879532347475,0.18429479247398167,0.29474026222199223,0.2619074087333849,0.22336180558039614,0.1414691495728218,0.18443232269188323,0.19466327622824423,0.2890924745038077,0.14280582583440046,0.1671432067853996,0.21128827719969795,0.20827900616909725,0.06975664522813671,0.07755937672774278,0.1426509529851719,1.0
