names,scores,logfoldchanges,pvals,pvals_adj,group,analysis_type
Nfasc,27.83566,2.9908714,1.606484670666673e-170,1.4020229853090965e-168,12,combined
Gfap,27.753843,1.5060055,1.5659410949795017e-169,1.2527528759836012e-167,12,combined
Olig1,27.102163,3.5977824,9.284940860573738e-162,6.856571712423684e-160,12,combined
Rhob,25.805395,2.1343749,7.713269699976199e-147,4.355728771751266e-145,12,combined
Sema4d,25.39782,3.4783325,2.6656474097850472e-142,1.4216786185520253e-140,12,combined
Olig2,24.057442,2.7803097,6.977441479232142e-128,3.3491719100314285e-126,12,combined
Jam3,22.161234,3.1304193,8.129397273703086e-109,3.5473733557977106e-107,12,combined
Cers2,20.673634,3.2005572,5.983663847814437e-95,2.3934655391257747e-93,12,combined
Lpar1,19.16476,3.3575613,7.289191653783982e-82,2.499151424154508e-80,12,combined
Efnb3,18.924866,3.227369,7.11699447466682e-80,2.355970584717292e-78,12,combined
Mast3,18.28424,1.9141624,1.10491665551122e-74,3.421677384808939e-73,12,combined
Rgs3,17.558561,1.7243376,5.115594806872998e-69,1.4444032395876702e-67,12,combined
Sox2,17.450628,1.7270312,3.40464665933105e-68,9.33845940845088e-67,12,combined
Erbb4,17.2953,2.252862,5.1036869036074516e-67,1.3609831742953204e-65,12,combined
Glul,15.8184,0.71139264,2.3231941397505158e-56,5.439674083318281e-55,12,combined
Omg,15.07324,2.0981915,2.4290118351899028e-51,5.069242090831101e-50,12,combined
S100b,14.399776,2.0976584,5.191142548936976e-47,1.0603184780807441e-45,12,combined
Ptpn11,14.320653,1.0205607,1.6258841881962919e-46,3.2517683763925833e-45,12,combined
Unc5b,13.970897,3.295808,2.3465476670047556e-44,4.597317878213399e-43,12,combined
Pak1,13.268953,1.5225729,3.504429202139955e-40,6.469715450104532e-39,12,combined
Acsl1,12.897818,1.8173126,4.6302371199678906e-38,8.081868427580318e-37,12,combined
Trak2,12.762338,1.2212127,2.6609392423046805e-37,4.5616101296651664e-36,12,combined
Grm3,12.713547,1.1764624,4.972665891994695e-37,8.37501623914896e-36,12,combined
Ubc,11.949192,0.5197711,6.555972726608677e-33,1.031759642220382e-31,12,combined
Cdk19,11.894743,2.4693854,1.2604033024108412e-32,1.8551298329587969e-31,12,combined
Cntn2,11.662031,1.7729377,1.992330137988793e-31,2.7323384749560588e-30,12,combined
Gabbr1,11.450366,0.639365,2.3415443841345785e-30,2.9971768116922605e-29,12,combined
Gnai1,11.235781,0.9636818,2.7207688661143775e-29,3.3921274174932497e-28,12,combined
Vamp3,10.638436,1.7935386,1.9741463500348603e-26,2.31119572687008e-25,12,combined
Dpysl2,10.268952,0.81784916,9.725475201635242e-25,1.0856344411127711e-23,12,combined
Rtn4,10.131045,0.825097,4.023247338199723e-24,4.3889970962178803e-23,12,combined
Gpr17,9.616789,1.9401448,6.791851421667729e-22,6.93635889872449e-21,12,combined
Scrib,9.345366,1.1580534,9.157271573975979e-21,9.157271573975979e-20,12,combined
Ephb1,9.316731,1.5096006,1.1997977277351155e-20,1.175312059822154e-19,12,combined
Dlg1,9.302219,1.4492754,1.3754382647747613e-20,1.3337583173573443e-19,12,combined
Mapk3,8.421202,1.3368616,3.7264230602098157e-17,3.3433328390667503e-16,12,combined
Csf1,8.216214,1.6034634,2.1002829256046626e-16,1.8164609086310595e-15,12,combined
Spop,7.901245,0.3997742,2.761308897472894e-15,2.227610539137797e-14,12,combined
Cacnb4,7.547357,0.13477162,4.441791532288159e-14,3.438806347577929e-13,12,combined
Cdh20,7.5212393,1.4847301,5.425943719466359e-14,4.1671247765501633e-13,12,combined
Sall1,7.1144314,0.56023043,1.123752013141082e-12,7.991125426781027e-12,12,combined
Cux2,7.004323,0.8039592,2.4818297527090597e-12,1.7140694694969044e-11,12,combined
Slc1a2,6.691365,-0.24933235,2.210985670905487e-11,1.46382499590984e-10,12,combined
Vldlr,6.6617956,1.5062425,2.7050181839304638e-11,1.7786420935433188e-10,12,combined
Dnm3,6.5491366,1.4427975,5.787071512410866e-11,3.7037257679429545e-10,12,combined
Gng12,5.940829,1.7952774,2.8358455753915047e-09,1.649946516591421e-08,12,combined
Prox1,5.793531,0.36996904,6.89216851451919e-09,3.916664456504423e-08,12,combined
Lrrc4c,5.718712,0.49219558,1.0733457216190184e-08,6.025800542422559e-08,12,combined
Kcnj2,5.667329,1.6265547,1.4504085241769315e-08,8.04850972953673e-08,12,combined
Stx4a,5.6050863,0.8196708,2.0815114073950216e-08,1.1418576863424119e-07,12,combined
Chd7,5.2263627,0.2621487,1.7287725090317776e-07,8.737151511353046e-07,12,combined
Cdk5,5.2178316,1.4681264,1.8102971900936227e-07,9.051485950468113e-07,12,combined
Arhgef2,5.2059026,0.23763813,1.9305584248363799e-07,9.553278803314045e-07,12,combined
Kcna2,5.1776276,0.114147045,2.2472511090021544e-07,1.1006944207357491e-06,12,combined
Stmn1,4.9029236,0.7220988,9.442063148416901e-07,4.400184768194284e-06,12,combined
Gnai2,4.8511853,0.021239981,1.227257891549007e-06,5.664267191764648e-06,12,combined
Prickle2,4.8439913,0.11567178,1.2725637601841561e-06,5.84526894630043e-06,12,combined
Nras,4.8325953,0.6984722,1.3476460100046672e-06,6.1314699981255e-06,12,combined
Clu,4.759505,-0.4529733,1.940686098524667e-06,8.62527154899852e-06,12,combined
Cdkn2c,4.641425,0.9270012,3.4601467517401547e-06,1.4895699020944163e-05,12,combined
Cobll1,4.3950367,0.42190817,1.1075410408985669e-05,4.543758116506941e-05,12,combined
Gng7,4.3668447,0.007957112,1.260541894944807e-05,5.127628047233114e-05,12,combined
Stxbp6,4.3140693,0.5444701,1.6027686001249696e-05,6.437898979581467e-05,12,combined
Aldoc,4.2229204,-0.42814043,2.4115713169545353e-05,9.372908762252445e-05,12,combined
Ptprd,4.1462913,2.2776723,3.379040627778486e-05,0.00013080157268819943,12,combined
Cldn14,3.916674,1.538397,8.977906821983581e-05,0.0003406636580673612,12,combined
Chrna1,3.8765752,1.40807,0.00010593702135010808,0.00039418426548877425,12,combined
Sema6a,3.8558445,1.803684,0.00011533081732458157,0.00042748102174362286,12,combined
Plxnb3,3.8052378,3.4105763,0.00014166800697830678,0.0005171151585519943,12,combined
Jun,3.7968564,0.21778756,0.0001465426588131679,0.00053100408242063,12,combined
Gnb4,3.718872,1.3320365,0.0002001143362421658,0.0007141626869608891,12,combined
Cfl1,3.6791115,0.20525087,0.0002340478612658448,0.0008260512750559229,12,combined
Pla2g4a,3.5001628,0.76317686,0.0004649740762487635,0.0015880097628361571,12,combined
Insc,3.4813473,2.1746519,0.0004988980405136221,0.0016923314734388353,12,combined
Prkcz,3.4804094,0.32863307,0.0005006480608923221,0.0016923314734388353,12,combined
Wnt3,3.4652677,2.5258868,0.0005297042358344599,0.0017842668996529175,12,combined
Stx2,3.4539738,0.7859707,0.0005523910263215004,0.00185417966877147,12,combined
Efna1,3.414934,0.22950207,0.0006379747237010515,0.0021265824123368384,12,combined
Llgl1,3.3325443,0.6232069,0.0008605576226130001,0.0028099840738383675,12,combined
Atp6v0e2,3.2332242,0.03680299,0.001224014572798989,0.003943134194251777,12,combined
Rac1,3.17376,0.5298105,0.0015047804030053004,0.004815297289616961,12,combined
Itpr2,3.1687944,0.7450613,0.0015307269499458692,0.004882052730724367,12,combined
Cul1,3.0995305,-0.010848054,0.0019382757114333282,0.006080864977045736,12,combined
Sema6d,3.0105581,0.10197576,0.002607680138870441,0.008049430653747984,12,combined
Tcf7l2,3.0081706,0.59557885,0.0026282547589410693,0.008086937719818674,12,combined
Xrcc6,2.9795141,0.7785143,0.002887059644345627,0.008826679167426122,12,combined
Stx18,2.9530826,2.2626965,0.0031461785542209403,0.009588353689054294,12,combined
Pld1,2.9470763,1.5164549,0.003207940308841828,0.009745641444582768,12,combined
Slc38a2,2.9403331,0.6366936,0.0032785951656452914,0.00992886864044,12,combined
Vamp2,2.8855636,-0.23280829,0.0039071336614822155,0.011529326977628112,12,combined
Kank1,2.884917,1.1105458,0.00391516728615288,0.011529326977628112,12,combined
Fbxo2,2.676861,0.7380002,0.007431544999727885,0.020921651612137153,12,combined
Dnm1,47.132336,3.1592941,0.0,0.0,13,combined
Atp1a3,44.177437,2.5574813,0.0,0.0,13,combined
Gria1,42.62524,2.8523006,0.0,0.0,13,combined
Nsf,40.379086,3.2466896,0.0,0.0,13,combined
Npy2r,39.714333,11.579481,0.0,0.0,13,combined
Grin2a,39.6741,3.5438113,0.0,0.0,13,combined
Prkca,38.28437,3.417956,0.0,0.0,13,combined
Syp,38.222088,3.2389898,0.0,0.0,13,combined
Grin1,37.55571,2.7913728,1.1368713762384194e-308,1.2126628013209808e-306,13,combined
Snhg11,36.826305,3.1653068,7.00468133379349e-297,6.724494080441751e-295,13,combined
Camk2b,36.45683,3.0547175,5.36237022618074e-291,4.679886742848646e-289,13,combined
Slc17a7,36.411053,4.0292835,2.845731448936898e-290,2.2765851591495182e-288,13,combined
Stxbp1,36.391663,1.9129745,5.767229060912572e-290,4.2588768449815914e-288,13,combined
Eef1a2,34.739235,2.7728395,2.0152081253990187e-264,1.3818570002736127e-262,13,combined
Frrs1l,34.38036,2.7636151,4.9572958934465797e-259,3.172669371805811e-257,13,combined
Syt1,33.889507,3.2107565,9.50987136963289e-252,5.705922821779734e-250,13,combined
Epha6,33.354595,4.2731566,6.248573122142934e-244,3.528605998386598e-242,13,combined
Syn1,31.328474,2.569625,1.9113392531798958e-215,1.0193809350292779e-213,13,combined
Rasgrp1,30.483545,3.2133532,4.3060366517581056e-204,2.17568167667778e-202,13,combined
Camk2a,29.928068,2.0367963,8.490442503075059e-197,4.075412401476029e-195,13,combined
Prickle2,29.727808,2.947225,3.357601561812212e-194,1.5349035711141541e-192,13,combined
Unc13a,29.216795,2.3324914,1.1866978576682745e-187,5.1783179243706525e-186,13,combined
Epha7,29.132553,2.688026,1.3898585912838346e-186,5.801148902749918e-185,13,combined
Neurod6,29.11923,3.3843935,2.0496492332256435e-186,8.198596932902573e-185,13,combined
Rab3a,28.995722,2.4299679,7.449585155396109e-185,2.8606406996721054e-183,13,combined
Neurod2,28.882181,2.6270866,1.9989839143057985e-183,7.38086368359064e-182,13,combined
Cplx2,28.425896,1.8602477,9.679770804291783e-178,3.441696285970412e-176,13,combined
Calm1,27.9629,1.57911,4.594250846550873e-172,1.5751717188174422e-170,13,combined
Gabra5,27.21467,3.3531995,4.355165233269107e-163,1.4197472187544187e-161,13,combined
Cacna1a,27.21399,2.6021411,4.4367100586075586e-163,1.4197472187544187e-161,13,combined
Cntnap1,27.196524,2.6424057,7.139695548915503e-163,2.2110024925673815e-161,13,combined
Gria2,27.095203,1.5680319,1.1215096921192572e-161,3.3645290763577717e-160,13,combined
Grin2b,27.06195,2.451362,2.7631038075622954e-161,8.038120167453949e-160,13,combined
Epha4,26.882887,1.9801152,3.4818795271788177e-159,9.83118925321078e-158,13,combined
Bin1,26.346287,1.5496596,5.660722033809572e-153,1.5526551864163398e-151,13,combined
Mapk8ip3,26.320805,1.8059424,1.1084766828837165e-152,2.955937821023244e-151,13,combined
Dlgap1,26.135761,1.8822836,1.430762606563594e-150,3.7122489251379736e-149,13,combined
Srgap3,26.07425,1.7624265,7.144390587296133e-150,1.804898674685339e-148,13,combined
Kcnq2,25.611794,2.7830367,1.1274085782843463e-144,2.775159577315314e-143,13,combined
Cx3cl1,25.229424,2.775006,1.9052750036937455e-140,4.572660008864989e-139,13,combined
Cadm3,25.08603,2.3744886,7.06547283256069e-139,1.6543546144532346e-137,13,combined
Stx1b,24.930277,1.5763818,3.4950522892287595e-137,7.988690946808593e-136,13,combined
Cplx1,24.912037,2.114156,5.510280606606705e-137,1.2302021819401017e-135,13,combined
Gabbr2,23.986845,1.9252782,3.8149409685317124e-127,8.323507567705555e-126,13,combined
Plxna4,23.804325,1.9910082,3.012527200960643e-125,6.426724695382705e-124,13,combined
Epb41l1,23.636448,1.4020144,1.627076940163936e-123,3.395638831646475e-122,13,combined
Mast3,23.31289,2.1100008,3.28111228598228e-120,6.701846371368062e-119,13,combined
Arhgef9,22.955742,2.0423143,1.2911932633369523e-116,2.582386526673904e-115,13,combined
Ppp3cb,22.516188,1.6457996,2.881119537656843e-112,5.644642359490958e-111,13,combined
Zbtb20,22.49524,1.3882045,4.62079653176877e-112,8.871929340996038e-111,13,combined
Rapgef2,22.282368,1.6190139,5.478308038251079e-110,1.031210924847262e-108,13,combined
Shank1,22.108402,1.5888016,2.6239939684775684e-108,4.8442965571893565e-107,13,combined
Kcnd2,21.52047,2.3177555,1.0014097172614643e-102,1.8138742048509544e-101,13,combined
Gls,21.264648,2.3071408,2.412869954596677e-100,4.289546585949648e-99,13,combined
Sptan1,21.256487,1.2256482,2.8712279750270145e-100,5.011597920047153e-99,13,combined
Robo1,20.982756,1.7554034,9.426763434882565e-98,1.6160165888370111e-96,13,combined
Crmp1,20.2807,1.5940354,1.9040319902424915e-91,3.206790720408407e-90,13,combined
Camkk1,20.25933,2.7552266,2.939275831022972e-91,4.8650082720380225e-90,13,combined
Atp6v0a1,20.109781,1.4507099,6.059130486871856e-90,9.858924182028783e-89,13,combined
Cacna1b,19.900599,2.0417635,4.0210581686725716e-88,6.433693069876115e-87,13,combined
Slitrk5,19.892126,1.9270813,4.761238897181363e-88,7.493097280810015e-87,13,combined
Cntn1,19.829641,1.4257095,1.6521379229612713e-87,2.558149042004549e-86,13,combined
Plxna1,19.414526,2.4006016,5.817032053212571e-84,8.864048842990585e-83,13,combined
Tanc1,19.223833,2.1436589,2.3383868500496922e-82,3.5075802750745385e-81,13,combined
Nrp1,18.907207,1.4633158,9.948686328713955e-80,1.4693444423946765e-78,13,combined
Ndrg4,18.831379,2.4750104,4.1773319995709617e-79,6.076119272103216e-78,13,combined
Gabbr1,18.748201,1.0002207,2.0024980888986004e-78,2.8692509930487406e-77,13,combined
Trpc4,18.486021,2.4053123,2.675815886848012e-76,3.777622428491311e-75,13,combined
Ppp3ca,18.435688,2.292902,6.794874274433625e-76,9.453738120951132e-75,13,combined
Vamp2,18.13563,1.4996248,1.6677774928166456e-73,2.2872377044342566e-72,13,combined
Unc5a,18.066685,2.670764,5.831339377896701e-73,7.88462789124061e-72,13,combined
Prkcg,17.989416,2.9996653,2.3582823595466885e-72,3.1443764793955847e-71,13,combined
Mbp,17.966558,0.36046296,3.561361693094548e-72,4.68343455530242e-71,13,combined
Slit3,17.954992,2.1666114,4.3863722885662193e-72,5.690428914896717e-71,13,combined
Atp6v0e2,17.916191,1.6783305,8.816131297425006e-72,1.1284648060704009e-70,13,combined
Stmn2,17.889664,1.5251666,1.4196296603949503e-71,1.7932164131304636e-70,13,combined
Atp6v1a,17.778233,1.8070515,1.042155140187205e-70,1.2993103046489828e-69,13,combined
Parp1,17.752365,1.7014345,1.6524646663950792e-70,2.033802666332405e-69,13,combined
Src,17.553385,1.4042051,5.603765182177024e-69,6.809638702392333e-68,13,combined
Ap2a1,17.168045,1.5509452,4.6067152256591393e-66,5.528058270790967e-65,13,combined
Adcy1,17.042543,1.5573176,3.970774159494239e-65,4.706102707548727e-64,13,combined
Cdkl5,17.037281,2.2701094,4.344646075667683e-65,5.086414917854848e-64,13,combined
Dync1i1,16.96323,2.1520274,1.536589938990313e-64,1.777260652326145e-63,13,combined
Gnao1,16.779959,0.97988755,3.420791284926155e-63,3.90947575420132e-62,13,combined
Nlgn1,16.562235,2.1677177,1.306500517316797e-61,1.475577054851912e-60,13,combined
Nfasc,16.461742,0.9142186,6.908205615438102e-61,7.711485338163464e-60,13,combined
Trpc5,16.341183,2.2189348,5.026850617514095e-60,5.546869646912105e-59,13,combined
Ptprj,15.843417,1.0273672,1.5610188162855174e-56,1.702929617766019e-55,13,combined
Astn1,15.750547,1.0922914,6.808952820651617e-56,7.344488435759046e-55,13,combined
Syn2,15.654928,1.8882703,3.0745913042438606e-55,3.279564057860118e-54,13,combined
Kcnh1,15.55717,2.7213671,1.4225078296339311e-54,1.5006676004929384e-53,13,combined
Ppp3r1,15.555922,2.3312972,1.450526222748819e-54,1.5135925802596372e-53,13,combined
Plcb1,15.403132,0.9578851,1.559289291372018e-53,1.6095889459324056e-52,13,combined
Gnb1,15.371327,0.9335066,2.5489235173055514e-53,2.6031559325673718e-52,13,combined
Cdh24,15.239025,3.08227,1.947556637159159e-52,1.9680572333397818e-51,13,combined
Sema7a,15.077103,0.8055454,2.2910332720271243e-51,2.291033272027124e-50,13,combined
Mdga1,14.946192,1.9416432,1.649145748964702e-50,1.6321442463980556e-49,13,combined
Rbfox3,14.698072,1.9386327,6.632070160689178e-49,6.496721790062869e-48,13,combined
Atp1a1,14.502739,0.6595749,1.164103165725834e-47,1.1288273122189907e-46,13,combined
Kcnq3,14.47631,1.3608968,1.710369162443495e-47,1.641954395945755e-46,13,combined
Ptprs,47.130577,3.0480847,0.0,0.0,14,combined
Pax6,47.11934,4.9067116,0.0,0.0,14,combined
Vim,46.265247,3.6559432,0.0,0.0,14,combined
Draxin,45.34417,3.856158,0.0,0.0,14,combined
Ccdc80,42.802776,5.5262284,0.0,0.0,14,combined
Plxnb1,41.364334,3.383071,0.0,0.0,14,combined
Syne2,40.329105,2.9973726,0.0,0.0,14,combined
Chd7,39.196518,3.1393313,0.0,0.0,14,combined
Mex3a,38.419838,2.7852478,0.0,0.0,14,combined
Sox9,38.32588,3.4806323,0.0,0.0,14,combined
Pou3f3,37.789875,2.424414,0.0,0.0,14,combined
Gli3,37.75878,5.1220937,0.0,0.0,14,combined
Nfix,37.50845,2.775427,6.7074173127687e-308,4.9531697078907324e-306,14,combined
Cdh2,37.2472,2.4015093,1.1761716600933433e-303,8.065177097782925e-302,14,combined
Rgma,37.22332,3.9600904,2.8637265769259727e-303,1.8327850092326226e-301,14,combined
Axin2,36.374237,3.2531557,1.087703893618679e-289,6.526223361712075e-288,14,combined
Mki67,36.28123,3.933219,3.1987619628422375e-288,1.8063596966638519e-286,14,combined
Boc,35.85365,5.150124,1.6132958380337065e-281,8.604244469513102e-280,14,combined
Lmnb1,35.191925,2.85115,2.657250869539604e-271,1.3426109656621157e-269,14,combined
Nes,34.865383,3.3122637,2.4893616830837905e-266,1.1948936078802196e-264,14,combined
Ctnnb1,34.50066,2.3970625,7.8404771326705035e-261,3.58421811779223e-259,14,combined
Tnfrsf19,34.355774,4.1348524,1.1548583334239886e-258,5.039381818577405e-257,14,combined
Igf1r,34.280228,2.2278519,1.546720480131103e-257,6.455876786634168e-256,14,combined
Huwe1,33.518753,2.0227427,2.56962571346957e-246,1.027850285387828e-244,14,combined
Htra1,33.241055,4.746083,2.7491039743791445e-242,1.0556559261615915e-240,14,combined
Gnao1,33.133465,2.1647542,9.800886729845612e-241,3.6187889464045337e-239,14,combined
Idh2,32.93973,2.446723,5.9349285861745404e-238,2.1101968306398367e-236,14,combined
Fzd3,32.781025,2.673902,1.0976360597342567e-235,3.763323633374594e-234,14,combined
Nfia,32.21469,2.368557,1.0991342844714144e-227,3.6385134934226134e-226,14,combined
Sall1,32.14047,4.2552695,1.2002072833580744e-226,3.840663306745838e-225,14,combined
Smo,31.71625,3.374655,9.276286288439656e-221,2.782885886531897e-219,14,combined
Sox2,31.582703,2.3425126,6.380264605813605e-219,1.856076976236685e-217,14,combined
Gnai2,31.485313,2.3093626,1.3801239584440542e-217,3.896820588547918e-216,14,combined
Sema5b,31.484123,3.9578717,1.432900682096907e-217,3.9302418708943735e-216,14,combined
Glg1,30.950129,2.4277594,2.530589028886419e-210,6.748237410363784e-209,14,combined
Cenpf,30.676966,4.054269,1.154960655871851e-206,2.996654674694532e-205,14,combined
Srgap3,30.544773,1.9712199,6.634640085869228e-205,1.676119600640647e-203,14,combined
Chd6,30.51872,2.0242002,1.4711299929018428e-204,3.62124305945069e-203,14,combined
Epha4,30.267365,2.0504992,3.0831828448385076e-201,7.219159831816993e-200,14,combined
Adgrg1,30.252546,3.3267884,4.830081503342722e-201,1.1040186293354793e-199,14,combined
Scrib,30.10538,2.3433206,4.120345578444178e-199,9.198911058852118e-198,14,combined
Ccnd2,29.674072,1.6572202,1.6594189207874824e-193,3.620550372627234e-192,14,combined
Sox4,29.444426,1.8094076,1.4837873632827577e-190,3.165413041669883e-189,14,combined
Mfge8,28.977697,3.0043094,1.2569731161884955e-184,2.6232482424803384e-183,14,combined
Id4,28.83256,2.9342935,8.384081161958415e-183,1.7124931735063995e-181,14,combined
Zfp609,28.721552,1.927362,2.053339723566573e-181,4.1066794471331455e-180,14,combined
Lrrc4b,28.639805,1.9986763,2.1474945800484867e-180,4.207336320094994e-179,14,combined
Nfib,28.591024,1.6130723,8.687248250601147e-180,1.6679516641154202e-178,14,combined
