names,scores,logfoldchanges,pvals,pvals_adj,group,analysis_type
Pard6b,1.1558176,2.7938,0.24775574182027515,0.4067293142496251,15,combined
P2ry1,1.1001216,2.9942718,0.2712791401521599,0.4369596888356938,15,combined
En1,1.078668,3.8016045,0.2807357655274737,0.44694251228254517,15,combined
Nr2e1,1.0734744,1.8245412,0.2830583017875563,0.4491503631670315,15,combined
Kcnj3,1.0625162,2.4389184,0.2880013865794363,0.45399233352423457,15,combined
Nr4a1,1.0517174,2.6724987,0.2929292232177444,0.45943223890516316,15,combined
Chrna1,0.98088944,2.5208833,0.32664726185322546,0.49933339391575865,15,combined
Pla2g4d,0.9519107,4.6784954,0.34114229004780694,0.5157426747179443,15,combined
Slc1a6,0.94469273,2.4352188,0.34481576416075455,0.5204766251483087,15,combined
Gnb5,0.86222583,3.1624095,0.3885632484914724,0.5738780285412515,15,combined
Ntn3,0.8091648,2.6455867,0.4184203616611105,0.6031284492412404,15,combined
Reln,0.8033211,1.5111166,0.42178916154865786,0.6061640645010652,15,combined
Cldn3,0.77295536,2.5605063,0.43954881119016065,0.6288626806893506,15,combined
Cldn8,0.7573441,2.6027284,0.4488437219273833,0.6374112027371124,15,combined
Sdc4,0.7550826,2.3834631,0.45019940628624044,0.6383920679982139,15,combined
Sdc1,0.7276846,3.6845684,0.46680668020586324,0.6528517630886168,15,combined
Gzmb,0.7240884,3.4903836,0.4690114751501384,0.6544346164885653,15,combined
Gabrr1,0.71601635,2.4311135,0.47398125758036946,0.6594521844596445,15,combined
Cdkn2c,0.70883536,2.2786558,0.4784266347866518,0.6627555113927643,15,combined
Stx17,0.6833661,2.211854,0.4943755144618873,0.6799434009791001,15,combined
Socs7,0.67634326,1.7955062,0.4988227369545226,0.6840997535376311,15,combined
Alpl,0.6311184,1.7979788,0.5279631083043054,0.716894743949269,15,combined
Slitrk5,0.5985536,1.651564,0.5494706014891003,0.734668213690162,15,combined
Rras,0.5947407,2.8696687,0.5520168278769018,0.7360224371692023,15,combined
Vcan,0.5784525,1.2178922,0.5629586306412762,0.747496936951072,15,combined
Cldn15,0.5723488,3.0192032,0.5670857006624217,0.7498653893056816,15,combined
Syt9,0.52796274,2.0547633,0.5975251820167455,0.780441054062688,15,combined
Ntng1,0.505627,2.9564385,0.6131185452645793,0.7975525792059568,15,combined
Gsk3b,0.50291294,1.9974955,0.6150254988748666,0.7989505804057807,15,combined
Evx1,0.49753454,3.8224342,0.6188121585318543,0.8016999624704186,15,combined
Tenm1,0.45528126,2.452003,0.6489069183748731,0.8306008555198376,15,combined
Icos,0.4477153,2.858043,0.6543586795943106,0.8353515058650773,15,combined
Insc,0.4105612,2.7798684,0.6813943077208449,0.8607085992263304,15,combined
Nrn1,0.37223175,1.9964403,0.7097202964649845,0.8859967290070028,15,combined
Cdh1,0.35996562,3.4082224,0.7188728372058892,0.8950945832913796,15,combined
Stx19,0.3299874,3.5306118,0.7414094807095926,0.9096302434954854,15,combined
Cd8a,0.32611457,2.6592972,0.7443376840923184,0.9102728365969753,15,combined
Trpc1,0.31691432,2.4180593,0.7513086190539482,0.9152998404718151,15,combined
Camk2g,0.31562296,1.3951739,0.7522887218400938,0.9153322851286312,15,combined
Tgfb2,0.30184233,1.6549255,0.7627722521348096,0.9257412920978726,15,combined
Cd40,0.28078008,2.5089045,0.7788790873919845,0.9361219769191627,15,combined
Cd2,0.27995655,2.7076557,0.7795108383187356,0.9361219769191627,15,combined
Cacna1f,0.27469036,3.4211504,0.7835541465446199,0.9390911119635894,15,combined
Itga8,0.27312744,2.3955655,0.784755252345161,0.9393579080440829,15,combined
Vtcn1,0.26610202,2.1779888,0.7901606448554159,0.9446503350699867,15,combined
Rac2,0.26187986,2.422028,0.7934140587297908,0.9461832253175145,15,combined
Atp6v1g1,0.25892362,2.0479963,0.7956941833902027,0.9477250819535913,15,combined
Tuba3a,0.25549948,2.6147895,0.7983373368127341,0.9485196080943376,15,combined
Cd28,0.24690989,2.914565,0.8049779698699511,0.9505274920973591,15,combined
Slitrk4,0.23785114,2.328173,0.8119965508239404,0.9519742270869315,15,combined
Gls2,0.23419629,2.1508422,0.8148325972973223,0.9519742270869315,15,combined
Etv1,0.22239162,2.339535,0.8240090288624378,0.9519742270869315,15,combined
Rnd1,0.22233553,2.3153353,0.824052690322125,0.9519742270869315,15,combined
Nfatc3,0.19935852,1.3415734,0.8419823064917336,0.9657144733955367,15,combined
Thrsp,0.19634745,1.9527223,0.8443382337386365,0.9672050708833099,15,combined
Plxnb1,0.18575893,1.3326772,0.8526338060410888,0.9678428421952031,15,combined
Tuba1b,0.1815368,1.9697638,0.8559462530047424,0.9683675066680445,15,combined
Itgav,0.18006696,2.3273332,0.8571000075270301,0.9683675066680445,15,combined
Abl1,0.17086671,1.6890448,0.8643285727052257,0.9683675066680445,15,combined
Dlx5,0.1532719,1.2368102,0.8781838563428379,0.9683675066680445,15,combined
Tuba1c,0.14436105,2.264519,0.8852153776233379,0.9683675066680445,15,combined
Sema6b,0.13779199,1.7408621,0.8904048132370437,0.9683675066680445,15,combined
Wnt3a,0.13665104,2.3634682,0.8913066267259006,0.9683675066680445,15,combined
Crip2,0.130815,1.6534258,0.895921652708136,0.9683675066680445,15,combined
Rbp1,0.13015339,2.611663,0.8964450756041449,0.9683675066680445,15,combined
Fos,0.124127395,2.131441,0.9012144057048326,0.9683675066680445,15,combined
Cldn16,0.11945525,2.4588175,0.9049146905692271,0.9683675066680445,15,combined
Vsx2,0.1177279,1.8118783,0.9062832631464786,0.9683675066680445,15,combined
Cplx3,0.11357842,2.1178038,0.9095719970950906,0.9687673289529596,15,combined
Gng8,0.11146607,1.9180375,0.9112467687963777,0.9687673289529596,15,combined
Gabrr2,0.10176993,1.8600234,0.9189392914156111,0.9742564036998389,15,combined
Pard3,0.10009994,1.4585692,0.920264980015413,0.9742564036998389,15,combined
Slc6a2,0.09485669,2.8126104,0.9244286607490744,0.9742564036998389,15,combined
Laptm5,42.26431,11.084737,0.0,0.0,16,combined
Csf1r,37.499912,11.438046,9.241297905209754e-308,4.435822994500682e-305,16,combined
C1qb,36.385525,11.408192,7.211593360377378e-290,2.307709875320761e-287,16,combined
Hpgds,29.66818,10.7517,1.9767474984956494e-193,4.7441939963895587e-191,16,combined
P2ry12,28.56569,10.926507,1.7935379349917254e-179,3.443592835184113e-177,16,combined
Cx3cr1,28.092506,9.595271,1.2094670555548201e-173,1.935147288887712e-171,16,combined
Pld4,26.927385,7.566139,1.0499055280123542e-159,1.4398704384169429e-157,16,combined
Tmem119,24.780125,7.110772,1.4684992676473964e-135,1.5663992188238896e-133,16,combined
Sall1,24.581488,5.7038436,1.992924498855724e-133,1.913207518901495e-131,16,combined
C1qa,24.076143,9.825796,4.445190326135368e-128,3.8794388300817764e-126,16,combined
Apoe,20.61086,3.7732115,2.192938930237078e-94,1.619401056175073e-92,16,combined
P2ry13,18.83822,8.050052,3.6710108586738374e-79,2.517264588804917e-77,16,combined
Ptprj,18.71935,2.4234455,3.4431812711028737e-78,2.2036360135058392e-76,16,combined
Grk2,18.108158,2.1056042,2.7478672644869548e-73,1.6487203586921728e-71,16,combined
Itgam,17.653107,9.454037,9.630905467603425e-70,5.438628969940758e-68,16,combined
Bin1,16.012205,1.4585061,1.0502176982893501e-57,5.04104495178888e-56,16,combined
Vsir,15.824324,6.7845445,2.1145856434045294e-56,9.666677226992134e-55,16,combined
C1qc,14.704886,6.770754,5.997146824215547e-49,2.2143311350949713e-47,16,combined
Mrc1,14.633542,9.052008,1.7161581492319454e-48,6.101895641713584e-47,16,combined
Ptgs1,14.49789,6.9291754,1.2492994124766984e-47,4.28331227134868e-46,16,combined
Glul,14.249592,1.7444052,4.509105578196717e-46,1.4926694327823615e-44,16,combined
Gfap,13.131492,1.7506437,2.1733285815077915e-39,6.73030786531445e-38,16,combined
Efhd2,13.108209,2.453897,2.9549681375289725e-39,8.864904412586918e-38,16,combined
Gnai2,12.586618,1.7665113,2.5016193982710617e-36,7.063395948059468e-35,16,combined
Rhob,11.351328,1.9777902,7.304516723910891e-30,1.8952259607985013e-28,16,combined
Itgb2,11.193086,7.38212,4.4081861666198933e-29,1.085091979475666e-27,16,combined
Tgfbr1,11.134702,4.439178,8.502915918954806e-29,2.0406998205491535e-27,16,combined
Srgap2,11.105494,2.6576145,1.1796327224586486e-28,2.7620668623422014e-27,16,combined
Ptprc,10.54187,6.1692915,5.538645900563012e-26,1.2365348987303469e-24,16,combined
Atp1a2,10.522498,0.88370514,6.804534376837338e-26,1.4846256822190556e-24,16,combined
Itga9,9.979245,3.9940789,1.8788985029385164e-23,3.681107271063216e-22,16,combined
Plcg2,9.807268,5.272195,1.0476665376527118e-22,2.0115197522932066e-21,16,combined
Ubc,9.688429,0.5508286,3.376839689385145e-22,6.356404121195568e-21,16,combined
Mbp,9.430645,1.184843,4.075759624283744e-21,7.382507998702631e-20,16,combined
Camk2a,9.201716,1.6209399,3.5227719042207386e-20,6.262705607503535e-19,16,combined
Cd86,9.18665,7.328771,4.052643599835225e-20,7.073705192439665e-19,16,combined
Sparcl1,8.905304,0.65620095,5.324007004080865e-19,8.966748638451984e-18,16,combined
Slc1a2,7.4989343,0.7055186,6.43386995629847e-14,8.951471243545698e-13,16,combined
Aif1,7.0666695,6.054899,1.586963701219836e-12,2.0869659632480037e-11,16,combined
Trem2,6.707708,5.947635,1.9770516901800056e-11,2.464895613730916e-10,16,combined
Nfatc2,6.54978,2.7244163,5.7622002987273125e-11,7.002167451618e-10,16,combined
Ssh2,6.525792,2.939946,6.764315359435233e-11,8.11717843132228e-10,16,combined
Pik3cd,6.4154015,3.1737876,1.4045233952350302e-10,1.6443200724702792e-09,16,combined
Gpr183,6.393995,6.6710067,1.6160675212223818e-10,1.869186530570466e-09,16,combined
Tgfb1,5.6762657,4.099385,1.3766700449682563e-08,1.4059608969888575e-07,16,combined
Mast3,5.5875335,1.2319522,2.3031734088032943e-08,2.3274173394222766e-07,16,combined
Trim25,5.537807,2.1828208,3.062823387852166e-08,3.030380431643378e-07,16,combined
Numb,5.2810616,2.4014592,1.2843739857110107e-07,1.1632066285684625e-06,16,combined
Mfng,5.246915,2.3076882,1.5466744493568256e-07,1.3876705340023854e-06,16,combined
Atp6v0b,5.09547,1.6491174,3.478771722915794e-07,3.008667436035281e-06,16,combined
Chd7,5.049735,0.7398143,4.4242280579509826e-07,3.6932686396808202e-06,16,combined
Lrp1,4.9700174,1.5810469,6.69469333787963e-07,5.493081713132004e-06,16,combined
F11r,4.956095,3.7670412,7.192400758821797e-07,5.851444685143157e-06,16,combined
Stx4a,4.9126105,2.1771584,8.987176159020345e-07,7.189740927216276e-06,16,combined
Sall3,4.348651,1.9999708,1.3697744933712583e-05,9.887094087491789e-05,16,combined
Shank1,4.219728,0.8811885,2.4459732834717735e-05,0.00017393587793577056,16,combined
Rgs10,4.021194,3.8574078,5.7903878320381335e-05,0.0003942391715430218,16,combined
Nfe2l2,4.0024185,1.9754605,6.269827906051228e-05,0.00041798852707008186,16,combined
Itga6,3.9465985,1.9243468,7.926928570729017e-05,0.0005147514200027607,16,combined
Chd2,3.9463322,0.7939013,7.935751058375894e-05,0.0005147514200027607,16,combined
Plp1,3.9067714,0.64971936,9.353754476915998e-05,0.0005918571275009401,16,combined
Gnas,3.8308997,0.49621367,0.00012767559362028918,0.000785695960740241,16,combined
Gng7,3.7809691,1.1138668,0.0001562190405746035,0.0009491789807064517,16,combined
Pdgfb,3.7023938,1.6367927,0.00021357485330448204,0.0012734898085236198,16,combined
Aqp4,3.5371268,0.548903,0.0004045052841031981,0.002325299836760899,16,combined
Tcf7l2,3.5351253,0.91600645,0.00040758200402320676,0.002329040022989753,16,combined
Zmiz1,3.2820349,0.90224487,0.0010306085965338916,0.005496579181514089,16,combined
Etv5,3.2794392,1.5671353,0.0010401363076108264,0.0055167450569414,16,combined
Itgb1,3.1585994,0.9539585,0.0015852919604644436,0.008086348508350296,16,combined
Sfxn5,3.1573687,0.4051534,0.0015919998625814646,0.008086348508350296,16,combined
Idh2,3.0410495,0.5851372,0.002357550125837768,0.01137310613469476,16,combined
Ripk1,3.018164,1.5836732,0.002543112257622571,0.01220693883658834,16,combined
Calm1,3.0029044,0.2772243,0.0026741644141820143,0.01272307400006654,16,combined
Aldoc,3.0025651,0.42698696,0.0026771468208473346,0.01272307400006654,16,combined
Clta,2.931886,1.1069472,0.003369104271363354,0.01562483140342425,16,combined
Atp6v0a1,2.9147573,0.5573821,0.0035596533613828523,0.016350560894390135,16,combined
Ankrd11,2.9055533,0.31016374,0.0036660435146660263,0.01675905606704469,16,combined
Itpr2,2.8690057,1.06526,0.004117645044611478,0.01864593982465575,16,combined
Plxnb2,2.7775557,2.0401046,0.005476945895827411,0.02400852995431194,16,combined
Pak2,2.7181067,1.002752,0.006565664924655683,0.02826474586398859,16,combined
Cd34,2.7079215,0.87033254,0.006770602724462572,0.029016868819125307,16,combined
Nipbl,2.6829212,0.6560517,0.007298218290046656,0.031001281232056595,16,combined
Clu,2.6450179,0.12280672,0.008168662607487066,0.034095287405163405,16,combined
Apba1,2.634063,0.6554619,0.00843698143390998,0.035062779985080436,16,combined
Trak2,2.5824585,0.7863678,0.009809917165569107,0.04059276068511355,16,combined
Vamp2,2.5690665,0.48821813,0.010197284833197944,0.04165699336114905,16,combined
Adcy1,2.4782808,0.5476699,0.013201717088773646,0.0521549317087354,16,combined
Sun2,2.462119,1.052522,0.013811876032207437,0.05434180733983254,16,combined
Stx16,2.4528112,0.62170196,0.014174466313874853,0.055314990493170166,16,combined
Gsn,2.3717506,0.8217929,0.01770403287486666,0.06798348623948797,16,combined
Mki67,2.3315024,1.0092573,0.019726883470168242,0.07455829972976973,16,combined
Disc1,2.300415,1.6061027,0.021424713266895174,0.08003005733937497,16,combined
Atp6v1e1,2.2785394,0.7502671,0.022694453755193873,0.08411843862929004,16,combined
Kcnj2,2.2588995,1.7301836,0.02388963449873041,0.08786991999533025,16,combined
Itpr3,2.2447693,1.6929312,0.02478293827148499,0.08977970090802109,16,combined
S100b,2.188791,0.77739847,0.02861203459893136,0.10135628492610371,16,combined
Dlg4,2.1477172,1.2445358,0.03173621605297784,0.1104932568195743,16,combined
Adgrg1,2.1345465,1.1490235,0.03279807225686845,0.11366840926568127,16,combined
Cplx2,2.1268673,0.23873483,0.03343111222365885,0.11544556739105212,16,combined
Mapk3,2.091653,0.6982061,0.036469556068879035,0.1237129817177522,16,combined
Neurog2,30.536701,11.551978,8.49182128914546e-205,8.152148437579642e-202,17,combined
Cxcr4,19.143408,9.570275,1.098450668351845e-81,5.272563208088856e-79,17,combined
Grik2,7.2521067,0.7737891,4.1033917203096093e-13,7.878512102994451e-11,17,combined
Zbtb20,6.5553074,0.58685917,5.5527455615769984e-11,8.884392898523196e-09,17,combined
Gria1,6.0544567,0.5176138,1.4089251432699515e-09,1.690710171923942e-07,17,combined
Gria2,5.134341,0.40570632,2.8313434228738096e-07,1.5988762858581514e-05,17,combined
Nfib,4.6157346,0.4030962,3.917074843818148e-06,0.00017309572624896096,17,combined
Epha4,4.412692,0.5464973,1.0209317362942756e-05,0.0003817395215781393,17,combined
Sox11,3.3684196,0.5207726,0.0007560040662175229,0.012513170751186586,17,combined
Neurod1,3.0594444,1.0796317,0.00221747993586386,0.028100783199444104,17,combined
Nrp1,2.4250245,0.3243922,0.015307351199343304,0.1139151717160432,17,combined
Gnai1,2.1955385,0.5010981,0.028124998373765215,0.18243242188388248,17,combined
Prox1,2.1316314,0.7689942,0.033037160014618275,0.2086532527382732,17,combined
Foxg1,1.9594995,0.32123417,0.05005431679144192,0.25834486085905506,17,combined
Slc6a11,1.5342336,0.37842163,0.12497219780961197,0.47938651900355744,17,combined
Stmn2,1.5315721,0.24227709,0.1256280696931279,0.47938651900355744,17,combined
Hcn1,1.4218264,0.39555052,0.15507667620033852,0.5384888018640236,17,combined
Pax6,1.3786703,0.40964136,0.16799640676586014,0.5523169537507732,17,combined
Crmp1,1.3550371,0.18543863,0.1754057349157201,0.570338169124141,17,combined
Limk1,1.2824303,0.46381027,0.199691738187168,0.6047446960873227,17,combined
Nfia,1.2301438,0.21403481,0.2186432457585893,0.6360530785704416,17,combined
Plcb1,1.2178267,0.3723341,0.22328984545561115,0.6476080109890837,17,combined
Ptprs,1.1285169,0.050593168,0.2591016748101749,0.7110603065948217,17,combined
Negr1,1.1228096,0.6439309,0.2615183334755571,0.7132318185697012,17,combined
Astn1,1.09411,0.21482381,0.27390675787506935,0.7283947023824558,17,combined
Stxbp1,1.0649436,0.06869974,0.2869014549625223,0.7419074106580126,17,combined
Neo1,1.0057534,0.19970441,0.314534208503077,0.7735859698033645,17,combined
Syt9,0.7630208,1.0661279,0.44545097914872256,0.9002798736479445,17,combined
Cd24a,0.7316543,0.6313818,0.46437962249387843,0.9116655165523994,17,combined
Gabra2,0.7007051,0.51785237,0.4834870503890133,0.934631069934808,17,combined
Camk4,0.69971603,0.9078997,0.48410465732600116,0.934631069934808,17,combined
Gabbr2,0.6838945,0.38540784,0.49404178862433434,0.9385011230761081,17,combined
Ppp3cb,0.6832657,0.099248685,0.49443897799132086,0.9385011230761081,17,combined
Igfbpl1,0.6605457,0.87563914,0.508903685441097,0.9457263930413954,17,combined
Epha3,0.5643961,0.38006765,0.5724846220640387,0.9877749566371161,17,combined
Neurod2,0.55863297,0.13590886,0.5764122278924355,0.9905059038636005,17,combined
Npy,0.5573634,0.8844963,0.5772791845308933,0.9905059038636005,17,combined
Cadm1,0.5069022,0.07845895,0.6122234327446527,0.9984232443768978,17,combined
Atp6v1c1,0.45569658,0.41005042,0.6486081874299701,0.9984232443768978,17,combined
Gap43,0.4397062,0.063959636,0.6601499170855758,0.9984232443768978,17,combined
Gabrb3,0.43427014,0.22119302,0.6640922740697303,0.9984232443768978,17,combined
Elavl2,0.40473023,0.43741262,0.6856758201628952,0.9984232443768978,17,combined
Cntnap2,0.39941117,0.40608865,0.6895902573712456,0.9984232443768978,17,combined
Grin2a,0.3912618,0.13333978,0.6956037493031375,0.9984232443768978,17,combined
Hspd1,0.3791427,0.47817677,0.7045819021855515,0.9984232443768978,17,combined
Btg1,0.37797412,0.41109225,0.7054498141307055,0.9984232443768978,17,combined
Atp1a3,0.35708746,0.0099929385,0.7210263331739108,0.9984232443768978,17,combined
Cdc42,0.34409627,0.2915638,0.730773886455999,0.9984232443768978,17,combined
Casp3,0.3336988,0.24203841,0.7386068530725878,0.9984232443768978,17,combined
Grin1,0.310245,0.091461845,0.7563746485521989,0.9984232443768978,17,combined
Cacnb4,0.30482092,0.32048836,0.7605025380771983,0.9984232443768978,17,combined
Gabrb2,0.30018654,0.22448261,0.764034870971414,0.9984232443768978,17,combined
Thrsp,0.2557065,0.8602051,0.7981774881242947,0.9984232443768978,17,combined
Lrrc4c,0.25255707,0.26386955,0.800610511592575,0.9984232443768978,17,combined
Ncam1,0.2475943,0.00796881,0.8044483180343628,0.9984232443768978,17,combined
Nectin3,0.24614789,-0.11066714,0.8055677563418184,0.9984232443768978,17,combined
Elavl4,0.24470945,0.36039993,0.8066814166168192,0.9984232443768978,17,combined
Vldlr,0.24038614,0.37269923,0.8100309243644683,0.9984232443768978,17,combined
Slitrk3,0.2336898,1.1129141,0.815225807114722,0.9984232443768978,17,combined
Lrig2,0.22883739,0.51851404,0.8189953112556302,0.9984232443768978,17,combined
Cd70,0.2131767,0.759178,0.8311891408478628,0.9984232443768978,17,combined
Plxna4,0.19943838,0.04795551,0.8419198446956595,0.9984232443768978,17,combined
Ntng1,0.19066946,1.3603194,0.8487845695440126,0.9984232443768978,17,combined
Neurod6,0.1655818,0.017985992,0.868486078732815,0.9984232443768978,17,combined
Nrp2,0.1648599,0.3271692,0.8690542477753652,0.9984232443768978,17,combined
Kcnma1,0.16128507,0.6875818,0.8718688788346587,0.9984232443768978,17,combined
Dcx,0.15540235,0.21969448,0.8765041335753415,0.9984232443768978,17,combined
Glycam1,0.15207346,1.4743971,0.879128999928403,0.9984232443768978,17,combined
Rnd1,0.15198572,0.9187551,0.8791982038059403,0.9984232443768978,17,combined
Ncam2,0.15167728,0.22766273,0.8794414732411774,0.9984232443768978,17,combined
Chd7,0.15112823,0.20507468,0.8798745629271258,0.9984232443768978,17,combined
Stmn1,0.14162813,0.10964325,0.8873737486503995,0.9984232443768978,17,combined
Gng4,0.13922451,0.13519603,0.8892727343481637,0.9984232443768978,17,combined
Hoxa9,0.13468185,1.3090479,0.8928634182706744,0.9984232443768978,17,combined
Stx8,0.12771964,0.3794282,0.8983708514278836,0.9984232443768978,17,combined
Mpz,0.1246327,0.5268978,0.9008143404144021,0.9984232443768978,17,combined
Oprm1,0.119160764,1.0929518,0.9051479890691916,0.9984232443768978,17,combined
Cdh15,0.118180975,1.6622807,0.905924262731238,0.9984232443768978,17,combined
Gabrr2,0.116856866,1.1347303,0.9069734808191745,0.9984232443768978,17,combined
Nrcam,0.11172526,-0.01284824,0.9110412450812402,0.9984232443768978,17,combined
Fabp7,0.109635405,-0.12831335,0.9126985323603078,0.9984232443768978,17,combined
Nrxn1,0.106386274,0.37486127,0.9152758806770819,0.9984232443768978,17,combined
Ccnb1,0.100544766,1.277951,0.9199118469984712,0.9984232443768978,17,combined
Celf2,0.09037861,0.13421114,0.9279863500888257,0.9984232443768978,17,combined
Gngt1,0.08903323,1.7919537,0.9290554996930958,0.9984232443768978,17,combined
Synpr,0.088145174,0.54216844,0.929761293239787,0.9984232443768978,17,combined
Cd226,0.08805477,1.487843,0.929833143594738,0.9984232443768978,17,combined
Pdcd1,0.08134647,1.1716081,0.9351664188370421,0.9984232443768978,17,combined
Lnpk,0.08052355,0.37186888,0.9358208645627069,0.9984232443768978,17,combined
Ephb6,0.080457084,0.47016755,0.935873729605839,0.9984232443768978,17,combined
Trpc4,0.079803005,0.06094808,0.9363939366724826,0.9984232443768978,17,combined
Gmnn,0.071744,1.1331749,0.9428056397523219,0.9984232443768978,17,combined
Tigit,0.06726914,0.9591197,0.9463674443798029,0.9984232443768978,17,combined
Slc6a3,0.06181582,0.654686,0.9507095057710684,0.9984232443768978,17,combined
Prlr,0.058169194,0.2827234,0.9536138591016478,0.9984232443768978,17,combined
Trpc6,0.05089987,0.22142872,0.95940530721579,0.9984232443768978,17,combined
Pla2g4d,0.047146894,0.8738187,0.9623961540462956,0.9984232443768978,17,combined
Calb1,0.032267917,-0.13783313,0.9742583951512995,0.9984232443768978,17,combined
Gpr151,0.03204457,0.27005705,0.974436505913393,0.9984232443768978,17,combined
Gabrg1,0.023154676,0.6720142,0.9815268922785939,0.9984232443768978,17,combined
Nrp1,14.984843,2.20713,9.22425695293274e-51,2.2138216687038574e-48,0.2,combined
Gria2,11.415776,0.95265543,3.48775553952934e-30,4.185306647435208e-28,0.2,combined
Neurod2,10.570728,1.7784119,4.073199254231066e-26,3.007900987739864e-24,0.2,combined
Sox11,8.117544,1.3197607,4.757104901132422e-16,1.3048059157391784e-14,0.2,combined
Foxg1,7.3278723,1.3412665,2.338357133172457e-13,4.676714266344914e-12,0.2,combined
Zbtb20,6.010437,0.56907636,1.8502406382646545e-09,2.1145607294453197e-08,0.2,combined
Grik2,5.961746,0.7941664,2.4955678394980004e-09,2.8185236775506828e-08,0.2,combined
Neurod6,5.26112,1.1642287,1.431805504510718e-07,1.2057309511669204e-06,0.2,combined
Neo1,3.7276392,1.0061517,0.0001932818886008043,0.0009007311313435541,0.2,combined
Meis2,3.7144606,0.93293303,0.0002036375076995075,0.000939865420151573,0.2,combined
Hcn1,3.1824982,1.3883047,0.0014601041406935242,0.005518503838841666,0.2,combined
Nfib,3.0459418,0.27836138,0.0023195262495438957,0.00849902747924481,0.2,combined
Gabra2,2.317517,1.6266099,0.020475583044632203,0.05585501629185329,0.2,combined
Satb2,2.0987315,1.3491023,0.035840575264191724,0.08688624306470721,0.2,combined
Cd24a,1.77404,1.4190103,0.07605654039011223,0.16556525799208105,0.2,combined
Epha4,1.5815812,0.56049895,0.11374519002901738,0.22468185684744174,0.2,combined
Chl1,1.5050155,1.1738378,0.13232010259615581,0.2555881257390535,0.2,combined
Sox4,1.2686927,0.48535922,0.2045506726849191,0.3576842363889296,0.2,combined
Epha3,1.1660817,0.7475284,0.24358142790452142,0.4080945388976275,0.2,combined
Stmn1,1.0643971,0.6411503,0.2871488736568192,0.4632990230429352,0.2,combined
Casp3,0.6974005,0.80474424,0.4855521902190354,0.6765313535707895,0.2,combined
Kcnq3,0.5904388,1.1559389,0.5548965043655165,0.735452706713693,0.2,combined
Ptprs,0.5529606,0.06612563,0.580290405363347,0.7548493077897196,0.2,combined
Sema3c,0.535603,1.8301965,0.592232973820109,0.7631458454594693,0.2,combined
Cadm1,0.5025189,0.21350299,0.6153025555795423,0.7803250553143398,0.2,combined
Pou3f3,0.45356008,0.06026799,0.6501454794746638,0.805862004264967,0.2,combined
Celf2,0.33043388,0.47144338,0.7410721426903781,0.8586561361293554,0.2,combined
Lamb1,0.088638194,0.6172587,0.9293694527974337,0.950154073147536,0.2,combined
Cplx3,0.08289042,2.0163164,0.9339386731526991,0.9538097087516927,0.2,combined
Camk4,0.04422455,0.97042733,0.964725414737121,0.9728323509954161,0.2,combined
Lrig2,0.031140024,0.56811905,0.9751578705254847,0.9806277364543229,0.2,combined
Atp6v1f,-0.022418369,1.3091476,0.9821142280181753,0.9821142280181753,0.2,combined
Rbp1,-0.02484672,0.43851078,0.9801772261002684,0.9811993087135117,0.2,combined
Chat,-0.026798923,0.7113443,0.9786201126809878,0.9806631609329314,0.2,combined
Ccr2,-0.028123971,0.97208947,0.9775632747779031,0.9806277364543229,0.2,combined
Kcnt2,-0.029170135,0.9865121,0.9767288996869747,0.9806277364543229,0.2,combined
Cd6,-0.029289853,0.2316055,0.9766334201386314,0.9806277364543229,0.2,combined
Cldn7,-0.035776336,1.0259676,0.9714607013361064,0.9785962993522164,0.2,combined
Gnat3,-0.053256378,-0.14117377,0.9575276350910813,0.9665894108174954,0.2,combined
Lnpk,-0.05694448,0.44032344,0.9545894225116103,0.9646377322222588,0.2,combined
Cdh15,-0.057778418,-1.2342523,0.9539251302586393,0.9646377322222588,0.2,combined
Negr1,-0.06073189,0.5344444,0.9515727342295356,0.9636179587134537,0.2,combined
Cd4,-0.06095364,0.7970139,0.9513961316788662,0.9636179587134537,0.2,combined
Sema3a,-0.061017577,0.92114764,0.9513452099139933,0.9636179587134537,0.2,combined
Tubb3,-0.063730255,0.35053822,0.9491850125995217,0.9636179587134537,0.2,combined
Slc6a2,-0.07281786,-24.54286,0.9419510544927823,0.9579163266028294,0.2,combined
Itgb7,-0.07308043,0.15054272,0.9417421176851134,0.9579163266028294,0.2,combined
Srgap1,-0.073790565,0.3625102,0.9411770341135821,0.9579163266028294,0.2,combined
Cdh1,-0.07989749,0.10860567,0.9363187837476579,0.9552242639721058,0.2,combined
Kcnt1,-0.10073777,0.31541502,0.9197586246669379,0.9413307885717063,0.2,combined
Cldn16,-0.103710294,-25.177671,0.9173992584254851,0.9399181302971885,0.2,combined
Rnf7,-0.10627332,0.3329959,0.9153654955326204,0.9388364056744825,0.2,combined
Sdc1,-0.107597016,-0.071102664,0.9143153658967427,0.9387623008137679,0.2,combined
Nkx2-1,-0.11521265,0.26300538,0.9082765742114298,0.9335605045427973,0.2,combined
Alg13,-0.11812939,0.622946,0.9059651375009636,0.9321827781360397,0.2,combined
Icam2,-0.11915651,-25.277468,0.9051513639902928,0.9321827781360397,0.2,combined
Gabrr2,-0.12025981,-25.217873,0.904277342087118,0.9321827781360397,0.2,combined
Cacna1f,-0.12025981,-25.09696,0.904277342087118,0.9321827781360397,0.2,combined
Stx19,-0.12246641,-24.985239,0.9025296472088341,0.9321827781360397,0.2,combined
