,Cluster_0,Cluster_1,Cluster_2,Cluster_3,Cluster_4,Cluster_5,Cluster_6,Cluster_7,Cluster_8,Cluster_9,Cluster_10,Cluster_11,Cluster_12,Cluster_13,Cluster_14,Cluster_15,Cluster_16,Cluster_17,Cluster_18,Cluster_19,Cluster_20,Cluster_21
Cluster_10,0.778340390356442,0.7686621077687128,0.7797733928834167,0.5500427405451415,0.6174429657715981,0.5758953627810547,0.5707574262238422,0.423638422328288,0.3288256646090204,0.28183131372792,1.0,0.6233952553866833,0.15931233893496152,0.7208145441770873,0.707327620549566,0.1406315521902724,0.569551785405012,0.32204858761814453,0.6200982588953526,0.09201199295470726,0.4820456413595512,0.10270012578081635
Cluster_11,0.7226431318516765,0.696007628630394,0.7283831451892141,0.6274158114303772,0.6282882227662728,0.5159509809160695,0.5122173970176384,0.666748684222656,0.32261791357732955,0.24974779812791859,0.6233952553866832,0.9999999999999999,0.20935087386640644,0.6729641096541038,0.5692970032495469,0.15642874739771354,0.46251930942268393,0.45464021218412015,0.6351562327630429,0.07680341850207632,0.3339640479223831,0.09746211313106377
Cluster_12,0.10170156050595035,0.07466447173957194,0.12442643243577729,0.168697091256546,0.0845486987463556,0.07703252249272821,0.13482229257180725,0.35038015270608924,0.5552223846520148,0.03934461137984549,0.1593123389349615,0.20935087386640647,1.0,0.08783112476014923,0.17945039288116896,0.45002882977811826,0.143200668500811,0.3045407700625555,0.06298896028238146,0.365599390021788,0.18329389906109117,0.04384364281894164
Cluster_13,0.8558166554751397,0.8502017617363427,0.8903523485731317,0.6838710082495721,0.7782225066999455,0.8288587394897021,0.7392781236732651,0.3263054770262814,0.2746124300474654,0.37154906694544687,0.7208145441770875,0.6729641096541038,0.08783112476014922,1.0,0.6395354331727198,0.052564633013515695,0.6537175206674244,0.28158675372495123,0.7201055490454025,0.04913429716887411,0.43400074217485407,0.1343809431907008
Cluster_14,0.679868176931025,0.6414357060225973,0.6983285089253004,0.5876398246209981,0.5543261056664178,0.5504644920248487,0.6037431309420792,0.47406350204643893,0.30053294728385027,0.35012164822238573,0.707327620549566,0.5692970032495469,0.17945039288116896,0.6395354331727197,0.9999999999999999,0.15060331369424368,0.5924612583211624,0.3841760440652817,0.5364206210711027,0.09556812754461186,0.3844256212325318,0.2237137986453442
Cluster_15,0.08705666307480517,0.04855152276782803,0.08922355883941836,0.14870934816888715,0.05239950270149503,0.04627310394988625,0.11389103964078966,0.3847099402800728,0.34769555151366904,0.09460211624389717,0.1406315521902724,0.15642874739771354,0.4500288297781183,0.052564633013515695,0.15060331369424368,1.0,0.1317851497095082,0.3013331876989898,0.034905276589333525,0.1557323562633622,0.1456547491616575,0.006132264472380701
Cluster_16,0.5355352713222393,0.5037455823755538,0.5938799152452929,0.5460180949709537,0.5518043036442645,0.7411159016874115,0.80996120743584,0.38004485000493543,0.2607811965886095,0.35401309809929826,0.569551785405012,0.46251930942268393,0.143200668500811,0.6537175206674244,0.5924612583211624,0.1317851497095082,1.0,0.4359379136732981,0.4519195464946794,0.06670787501624881,0.395603246981561,0.07319623522147653
Cluster_17,0.2724735314582937,0.17730235851417403,0.2996903628444035,0.5733524454518466,0.25710922212232945,0.27605542620072326,0.5165582891577315,0.7313972760607369,0.302584434098193,0.22421898647478777,0.32204858761814453,0.45464021218412015,0.3045407700625555,0.28158675372495123,0.3841760440652817,0.30133318769898976,0.4359379136732981,1.0,0.18029817261114384,0.13256984939512417,0.19334801772833313,0.03662488022671729
Cluster_18,0.8030078301078193,0.8555640887931315,0.8028919794384389,0.5802049400263959,0.7321142361198119,0.5540641316033691,0.4704542247209572,0.2900135365281403,0.21567954274263185,0.24571797019013142,0.6200982588953526,0.6351562327630429,0.06298896028238146,0.7201055490454026,0.5364206210711027,0.034905276589333525,0.4519195464946794,0.18029817261114384,1.0,0.0356607142450399,0.35994628661340144,0.08186088140202295
Cluster_19,0.06564563913425157,0.042533121765015926,0.07900855563716545,0.10079670269180879,0.050719504953143583,0.039898521008235474,0.08093993611466614,0.14405085203182852,0.26470914883639446,0.006442224733920843,0.09201199295470727,0.07680341850207632,0.365599390021788,0.049134297168874116,0.09556812754461184,0.15573235626336218,0.06670787501624881,0.13256984939512417,0.0356607142450399,1.0,0.07109977293672441,0.021711932852118133
Cluster_20,0.4020255157781129,0.45232412339602,0.45259975444921086,0.29537343889181755,0.3496682724971719,0.3726173731507509,0.35644584137616286,0.250981092890398,0.2519319269444794,0.2727329092418371,0.48204564135955125,0.3339640479223831,0.18329389906109114,0.43400074217485407,0.3844256212325318,0.14565474916165747,0.3956032469815611,0.19334801772833313,0.3599462866134014,0.0710997729367244,0.9999999999999998,0.05011161966897041
Cluster_21,0.12894146904807105,0.13631375208903754,0.14989928011912224,0.10849778302618582,0.11587711492948875,0.11635970141184426,0.11641459620505965,0.04860412800010893,0.0606906184755566,0.10680074291360489,0.10270012578081635,0.09746211313106377,0.04384364281894163,0.1343809431907008,0.2237137986453442,0.006132264472380701,0.07319623522147653,0.03662488022671729,0.08186088140202294,0.021711932852118133,0.05011161966897041,1.0
