,Cluster_1,Cluster_10,Cluster_11,Cluster_12,Cluster_13,Cluster_14,Cluster_15,Cluster_16,Cluster_17,Cluster_18,Cluster_19,Cluster_2,Cluster_20,Cluster_21,Cluster_22,Cluster_23,Cluster_3,Cluster_4,Cluster_5,Cluster_6,Cluster_7,Cluster_8,Cluster_9,Cluster_0.0,Cluster_0.1,Cluster_0.10,Cluster_0.2,Cluster_0.3,Cluster_0.4,Cluster_0.5,Cluster_0.6,Cluster_0.7,Cluster_0.8,Cluster_0.9
Cluster_19,0.4468602969874015,0.33078848935223554,0.44765475303553065,0.16511059292761948,0.33747280965661447,0.18335943454168022,0.062979975876926,0.08708554002324509,0.48136982605458795,0.06852803060678386,1.0,0.4607431541366875,0.19494212203942135,0.21626361419999998,0.4398426190211067,0.24726920080818643,0.2554100469633014,0.5333793517006118,0.41761479732960466,0.46325718974348834,0.5138104546331965,0.5075250886213996,0.7379015695578746,0.4061093267203496,0.4085748828545568,0.24026294762625044,0.551651574737222,0.4788970954543094,0.532838243022698,0.42860383312703004,0.5660781672836728,0.36668558195646045,0.658764737127673,0.2744419186622676
Cluster_2,0.3124131289485418,0.28522554270485295,0.25169926878354715,0.1749251498720757,0.6917737709704224,0.10042392676270134,0.05841989688007915,0.05332956507512601,0.5133030280148381,0.019806249801717878,0.4607431541366875,0.9999999999999999,0.10031959886703469,0.20989424574842516,0.30713793083537677,0.1894645111226041,0.17105568684793185,0.31054061284486795,0.6547315104791909,0.29583397962115054,0.6725264243135913,0.5994807696995678,0.5204484338950385,0.6416291238112849,0.7744706191562584,0.33819123992268535,0.5690783484734451,0.48333203693190285,0.7830604621756536,0.8445496879528999,0.5087063744601567,0.7367240599985357,0.49710284538369104,0.29752800144900626
Cluster_20,0.3640322429868875,0.20413980520462047,0.30875644061528407,0.12106493214835708,0.13975171014075355,0.11453895110134983,0.015194794250108829,0.10860885527856567,0.18135353613911903,0.21792267788344818,0.19494212203942135,0.10031959886703469,1.0,0.17390183714181023,0.20918616678070964,0.21354468885232838,0.24982445057851843,0.15788774525548185,0.15745043158854816,0.3188895759264235,0.15217615325966996,0.10139194380688597,0.17356689253916008,0.16873445043667754,0.10561302471149994,0.05703009943229709,0.18211297664908604,0.2568771430792804,0.13180139901030358,0.10017509256869038,0.22664206574857315,0.09545101238246302,0.15501051093578566,0.11793116510231735
Cluster_21,0.31149716164605096,0.2111370819930638,0.20168492408030406,0.11196934600882476,0.17043750301736824,0.11278736162904453,0.029826887132901197,0.07908875779280863,0.24641641155405136,0.05661295208178593,0.21626361419999998,0.20989424574842516,0.1739018371418102,1.0,0.24662449390035246,0.1497365820412031,0.20738943733934467,0.19135189039291528,0.33330600287545775,0.2931152122966469,0.22911317965517827,0.19810566275343422,0.23450517305377452,0.30633191282508193,0.24883587905765495,0.11277204016438165,0.22411840819280665,0.25514381248674145,0.23900681701755735,0.21742929392423158,0.24958407876280944,0.17795388873375156,0.19994357794206677,0.11343804752062465
Cluster_22,0.5284317079628879,0.35665575918802356,0.4241383711130669,0.1842732379945087,0.24447582198227522,0.34237851780707446,0.051714106824261606,0.11227847953307583,0.3836096197593515,0.0635614011847171,0.43984261902110666,0.30713793083537677,0.20918616678070961,0.2466244939003525,1.0,0.2873691359626502,0.26054098924388674,0.43464137899936445,0.37210786726354594,0.5109471098464707,0.3742632951877102,0.30527763609885905,0.4679078596045409,0.3659438852079068,0.3191721492198136,0.18873604821602147,0.3876924765648557,0.410330542298791,0.3608076731021777,0.3034997067822224,0.4389048047528226,0.2672794604111442,0.40674143877298463,0.21968945386114672
Cluster_23,0.419351038743054,0.27461628236584995,0.30090370551392004,0.14656758579835089,0.14671373016904182,0.10377132235283285,0.030279110049848866,0.11714443035155725,0.25066991486441215,0.06291279571011744,0.24726920080818643,0.1894645111226041,0.21354468885232838,0.1497365820412031,0.2873691359626502,1.0,0.22341906253652982,0.25984404128428495,0.2481197604159877,0.4059927011254909,0.2243530274694693,0.16649808486375958,0.24250477687789992,0.26574851885626727,0.20827991352247893,0.11622193637294098,0.2479542588921864,0.2908796889378374,0.21953049671361508,0.19679932087554333,0.27744063520768847,0.18397266900077447,0.21865644288563593,0.12191220837556795
Cluster_3,0.45150248900164563,0.30805933506889566,0.30348121157429564,0.22869719793042273,0.13294328172086287,0.11504949954442206,0.04584864627110964,0.21778591637891312,0.24897535698601683,0.19284826345544293,0.2554100469633014,0.17105568684793185,0.24982445057851846,0.20738943733934467,0.26054098924388674,0.22341906253652982,1.0,0.18534409351847228,0.2681296940200658,0.39969054203346543,0.23592679583574763,0.1543645802070964,0.23647042956442055,0.33798437996587355,0.22840569651654233,0.11570357948420411,0.28932828570391805,0.37429563250740283,0.26143058479397135,0.19313071283496658,0.30411373977703876,0.16866892432865827,0.22952247748023585,0.12368078779928232
Cluster_4,0.30011010166508284,0.2715979413780752,0.4952270725742727,0.1455697822315085,0.22278524407464015,0.3348697712263409,0.00029088599669887936,0.04849618533205178,0.4484903859638145,0.06551988487714028,0.5333793517006117,0.31054061284486795,0.15788774525548185,0.19135189039291528,0.4346413789993644,0.2598440412842849,0.18534409351847228,0.9999999999999998,0.26887785709470563,0.3088510384453021,0.42915198207087246,0.32039145399081387,0.6108576015191706,0.2564946176187179,0.28070932710145513,0.33891800870059124,0.4276728254232524,0.3501771978920069,0.3700271588721217,0.2850622170331796,0.6296637584182947,0.23441678232416782,0.4200270660046523,0.2289039099415934
Cluster_5,0.5001558649407458,0.4418569648324505,0.3943916141689437,0.28548324115743345,0.5254238405085357,0.0931185520693966,0.09233303252336346,0.10831343004142496,0.4877993101328541,0.026662766064336464,0.41761479732960466,0.654731510479191,0.15745043158854818,0.33330600287545775,0.37210786726354594,0.24811976041598774,0.26812969402006587,0.26887785709470563,1.0,0.4494145043985194,0.5848707379851598,0.5085414437850566,0.45326837220023275,0.7547679781843714,0.7045086897521127,0.336126400225715,0.5143492760670129,0.4987286199998214,0.6647231680358583,0.6794508312160332,0.5045911325904873,0.5406487857346396,0.45725530160600436,0.2536782620268129
Cluster_6,0.8569630681231022,0.49385012782375276,0.4856642012256305,0.2720826867782381,0.24177341386525186,0.14259628960546725,0.07315888411186894,0.18888310490966864,0.4407686005133176,0.09849456667807194,0.46325718974348834,0.29583397962115054,0.3188895759264234,0.29311521229664694,0.5109471098464707,0.40599270112549085,0.39969054203346543,0.3088510384453021,0.4494145043985194,1.0,0.37458459241530656,0.28621416411937667,0.4042507158897429,0.4802834494160225,0.3522717102725965,0.19095311746143678,0.40680065394133413,0.48027719064352875,0.35462031045305537,0.31511490412711485,0.4548524389175168,0.2965813200989881,0.3562232195602857,0.2128824879428642
Cluster_7,0.4043400628041015,0.331251643584497,0.3969191611327262,0.19276823231868573,0.4993367665439458,0.16591293027345574,0.05237470361915221,0.09366888380418188,0.49179968645132505,0.03903382512508658,0.5138104546331964,0.6725264243135913,0.15217615325966996,0.22911317965517825,0.37426329518771023,0.2243530274694693,0.23592679583574766,0.4291519820708725,0.5848707379851598,0.37458459241530656,0.9999999999999998,0.5204459591417172,0.6211434182966479,0.6221504067686411,0.6509617697006294,0.33877859623074746,0.5865512415803066,0.5262521669408565,0.6733416574996343,0.6535375531618879,0.6047487018328362,0.5654957813509598,0.5273311964581752,0.32413312840537867
Cluster_8,0.2855185447458468,0.26190095718092005,0.23078091331567907,0.14789953363016833,0.4589690136724542,0.12432882228729879,0.06339634224245021,0.051694024917859356,0.42696602284348456,0.12651853542001026,0.5075250886213996,0.5994807696995678,0.10139194380688597,0.19810566275343422,0.30527763609885905,0.16649808486375958,0.1543645802070964,0.3203914539908138,0.5085414437850565,0.2862141641193766,0.5204459591417172,1.0,0.6127125160713384,0.508552320905195,0.5718461284642035,0.22256893601936797,0.46225137441298364,0.40781156264981927,0.6212697577701706,0.5772402134528335,0.4631382456940298,0.45584888475112467,0.6227757230071634,0.24462431906287355
Cluster_9,0.3805285677699468,0.32367153283383027,0.4958873255037753,0.15896775824665593,0.381298822671034,0.22326623628139194,0.059100150188117165,0.06761687042106704,0.5656065585502563,0.06347748398117471,0.7379015695578746,0.5204484338950385,0.17356689253916008,0.23450517305377452,0.4679078596045409,0.2425047768778999,0.23647042956442052,0.6108576015191706,0.45326837220023275,0.4042507158897429,0.6211434182966478,0.6127125160713384,1.0,0.4252891657112102,0.45895989105464263,0.27284776354126866,0.6249004961668015,0.5258642478635415,0.6032214149156362,0.48103690031115415,0.685999385557112,0.40934012619112475,0.7936813130192452,0.33315416273555554
Cluster_0.0,0.5516632144814632,0.42606669606360215,0.32846418069471306,0.31090137856901867,0.5235382752634047,0.1006210363313806,0.11002256813024909,0.20001873758137528,0.4828821672584676,0.04968009248863239,0.4061093267203496,0.6416291238112849,0.16873445043667754,0.306331912825082,0.3659438852079068,0.2657485188562672,0.33798437996587355,0.2564946176187179,0.7547679781843714,0.4802834494160226,0.6221504067686412,0.508552320905195,0.4252891657112102,1.0,0.826988112165511,0.35217664618643457,0.5169940995351118,0.5652414101158475,0.7064614619265006,0.6844674064735063,0.5159282413450005,0.5731095231249306,0.415380806081149,0.2502121142102045
Cluster_0.1,0.3956571481646444,0.32808334077821544,0.25785389778944273,0.22878960995540049,0.6195341048846045,0.09570346676719503,0.07039075742916594,0.1038007563105373,0.49684478873174653,0.03277877894136286,0.40857488285455684,0.7744706191562585,0.10561302471149993,0.24883587905765495,0.31917214921981363,0.20827991352247893,0.2284056965165423,0.2807093271014551,0.7045086897521127,0.3522717102725965,0.6509617697006292,0.5718461284642035,0.4589598910546426,0.8269881121655112,1.0,0.37483836282267563,0.5397392907988394,0.5112618975528384,0.8058435114389821,0.766445083573563,0.5227275566030402,0.6138977606195444,0.46499487803221057,0.27236998374826116
Cluster_0.10,0.20536046604274985,0.19024083948782458,0.18867529110937947,0.09940803814492832,0.2665612936160148,0.18438353271822078,0.028405894223810336,0.07743999541966881,0.24885610086671836,0.011054229507088523,0.24026294762625044,0.3381912399226853,0.057030099432297095,0.11277204016438164,0.18873604821602144,0.11622193637294098,0.11570357948420412,0.33891800870059124,0.33612640022571494,0.19095311746143678,0.33877859623074746,0.22256893601936797,0.27284776354126866,0.3521766461864346,0.3748383628226757,1.0,0.2689321287893157,0.26334195450208725,0.3597839521196095,0.3588197734746743,0.33514757464023526,0.3087225098272902,0.25279283342629194,0.14256689394952712
Cluster_0.2,0.43470059056809757,0.3629031638686856,0.43733589059189154,0.2135024295530601,0.4180346833778895,0.1803024800115673,0.06125928071218134,0.10738009393388165,0.4851107798502602,0.0774770395503041,0.5516515747372219,0.5690783484734452,0.18211297664908604,0.22411840819280665,0.3876924765648558,0.24795425889218642,0.28932828570391805,0.4276728254232524,0.5143492760670129,0.40680065394133413,0.5865512415803065,0.4622513744129837,0.6249004961668014,0.5169940995351118,0.5397392907988394,0.2689321287893157,1.0,0.5586285476268452,0.6386506859369309,0.5699124001475968,0.6191110856551095,0.5080822789139919,0.62289501143406,0.31218994616256757
Cluster_0.3,0.5280261647414168,0.4239980230387964,0.5334189166411338,0.2156368272906194,0.3666813295306762,0.2126681959672989,0.09017010368748626,0.14848452291872105,0.4765630668134275,0.10392789322182856,0.4788970954543094,0.4833320369319029,0.2568771430792804,0.25514381248674145,0.410330542298791,0.2908796889378374,0.3742956325074029,0.35017719789200685,0.4987286199998213,0.48027719064352875,0.5262521669408565,0.4078115626498192,0.5258642478635414,0.5652414101158475,0.5112618975528385,0.2633419545020873,0.5586285476268451,0.9999999999999999,0.5712990906384774,0.49647528178032957,0.6021484472163428,0.4298548043391236,0.5001018629876373,0.284628679815565
Cluster_0.4,0.37896921543627693,0.3322740717638102,0.3203958646451913,0.22740409040110612,0.5948192291663492,0.14073713514769065,0.07415585886980428,0.10355627863227368,0.5320831544670835,0.04585069882415842,0.5328382430226981,0.7830604621756537,0.13180139901030358,0.23900681701755735,0.3608076731021777,0.21953049671361508,0.26143058479397135,0.3700271588721217,0.6647231680358583,0.3546203104530554,0.6733416574996343,0.6212697577701706,0.6032214149156362,0.7064614619265006,0.8058435114389821,0.35978395211960956,0.6386506859369309,0.5712990906384774,1.0,0.7664624167284998,0.5931768370804402,0.6265653205722774,0.626796143165716,0.3152108517701694
Cluster_0.5,0.3411897822453169,0.31221588657155,0.2688860212219935,0.20533472147913853,0.6184787600774723,0.10282789372775107,0.07611785918636635,0.07446688648278146,0.4838980684575082,0.01273372655201146,0.4286038331270301,0.8445496879528999,0.10017509256869037,0.21742929392423155,0.3034997067822224,0.19679932087554333,0.1931307128349666,0.2850622170331796,0.6794508312160332,0.31511490412711485,0.6535375531618879,0.5772402134528335,0.4810369003111541,0.6844674064735063,0.7664450835735631,0.35881977347467436,0.5699124001475968,0.49647528178032957,0.7664624167284998,1.0,0.5157672435564451,0.740412262985722,0.4879930487173807,0.283240272071418
Cluster_0.6,0.4897734339683966,0.3918439268701455,0.5939842849846437,0.21788684957985308,0.37967320064222854,0.24287160452117146,0.061548494148302386,0.10970790181907049,0.5185653033984954,0.0800153798443571,0.5660781672836727,0.5087063744601567,0.22664206574857312,0.24958407876280947,0.43890480475282256,0.2774406352076884,0.30411373977703876,0.6296637584182947,0.5045911325904873,0.45485243891751675,0.6047487018328362,0.4631382456940297,0.685999385557112,0.5159282413450005,0.5227275566030402,0.3351475746402353,0.6191110856551095,0.6021484472163426,0.5931768370804401,0.5157672435564451,0.9999999999999998,0.4341562570398958,0.6086832214965732,0.3370347099790649
Cluster_0.7,0.32807551642676064,0.29348327497968885,0.2341529806515115,0.1727246609031716,0.5190136931368028,0.09265795964285692,0.04752754138656979,0.06464897199772045,0.4145531316867695,0.013407563889416938,0.3666855819564605,0.7367240599985357,0.09545101238246304,0.17795388873375154,0.2672794604111442,0.18397266900077444,0.16866892432865827,0.23441678232416782,0.5406487857346397,0.296581320098988,0.5654957813509598,0.45584888475112467,0.4093401261911247,0.5731095231249307,0.6138977606195444,0.3087225098272902,0.5080822789139919,0.4298548043391236,0.6265653205722774,0.7404122629857219,0.43415625703989574,1.0,0.41025193560707185,0.2342518838282738
Cluster_0.8,0.3523696981621584,0.30203358016024406,0.43674445593249794,0.15663842011829424,0.37262153576525037,0.17984266216146497,0.058388804311757206,0.06835606592498289,0.49011921594135116,0.05727471180554096,0.658764737127673,0.49710284538369104,0.15501051093578566,0.19994357794206674,0.4067414387729846,0.21865644288563593,0.22952247748023585,0.4200270660046523,0.45725530160600436,0.3562232195602857,0.5273311964581753,0.6227757230071634,0.793681313019245,0.415380806081149,0.4649948780322105,0.25279283342629194,0.6228950114340599,0.5001018629876374,0.626796143165716,0.4879930487173807,0.6086832214965732,0.41025193560707185,1.0,0.2917372345221876
Cluster_0.9,0.21898504694727003,0.1715041912761166,0.3501606852481649,0.08529172673050345,0.2104997258893667,0.09772142299751117,0.03283589316578663,0.03379473438024075,0.2674378199467589,0.06134639035621759,0.27444191866226764,0.29752800144900626,0.11793116510231734,0.11343804752062464,0.21968945386114674,0.12191220837556793,0.12368078779928231,0.2289039099415934,0.2536782620268128,0.2128824879428642,0.32413312840537867,0.24462431906287355,0.33315416273555554,0.2502121142102045,0.27236998374826116,0.14256689394952712,0.31218994616256757,0.28462867981556506,0.31521085177016944,0.28324027207141794,0.3370347099790649,0.23425188382827378,0.29173723452218764,1.0
