,Cluster_0,Cluster_1,Cluster_2,Cluster_3,Cluster_4,Cluster_5,Cluster_6,Cluster_8,Cluster_9,Cluster_10,Cluster_11,Cluster_12,Cluster_13,Cluster_14,Cluster_15,Cluster_16,Cluster_18,Cluster_19,Cluster_20,Cluster_21
Cluster_11,0.4057336385005927,0.6032102767883859,0.25522872390092105,0.5234235853091964,0.1289941270914507,0.19321455638592167,0.13741866565218416,0.4605537254197968,0.7167041613888124,0.2288629875543066,1.0,0.12006079868281357,0.03155407391018405,0.09057504155912119,0.1957426878953403,0.29119893107235184,0.3640180035240239,0.042002046278583706,0.07703451997175607,0.1515850862178692
Cluster_12,0.1952993359396777,0.16088415975754777,0.4688654210773507,0.3365983100233705,0.2805331672054479,0.6639352629676474,0.21060196556211824,0.13206683964036955,0.10980396786105946,0.24852861647344301,0.12006079868281355,0.9999999999999999,0.1779041149023564,0.21483308803591833,0.05681625272475549,0.20369249916175905,0.20631346923164798,0.25840872670446036,0.32698023555087624,0.15341039025275227
Cluster_13,0.04592139237923077,0.024411203485506027,0.22475091430685587,0.11531246698958035,0.08028867180851286,0.19990230724564062,0.03256551776786389,0.03616968761919808,0.02759398518118981,0.04215100961285319,0.03155407391018405,0.17790411490235636,0.9999999999999998,0.061322505625621394,0.04988200236125087,0.04170184247869822,0.08034148045919605,0.01950569285936981,0.07402108868006536,0.055952331206491346
Cluster_14,0.10140415656339673,0.14381583952877533,0.2780390854435561,0.2692017846953897,0.20331440957871633,0.22805225196967024,0.16460702545558584,0.11416393960879087,0.08626233755074993,0.14267987727863413,0.09057504155912117,0.2148330880359183,0.0613225056256214,1.0,0.017462809426717744,0.11201521821126265,0.0834413552062213,0.021197965995012495,0.09393422924128268,0.1009046493469758
Cluster_15,0.146391755133927,0.21998011984058874,0.08617730620080592,0.17161526210362305,0.04912195739600106,0.06626705348783012,0.04135026413718434,0.21320904070734706,0.21067020631724798,0.07109603638059286,0.1957426878953403,0.05681625272475549,0.049882002361250864,0.017462809426717744,1.0,0.13495086571300582,0.11078430638868443,0.006272935853037164,0.035767080221749674,0.05703474233911772
Cluster_16,0.36927450030420916,0.3980889502715206,0.34039741252677125,0.4686772062820733,0.18969078175075318,0.238294575621623,0.1589446581657324,0.41194758544715776,0.33278601507141925,0.24237754515752777,0.29119893107235184,0.20369249916175908,0.04170184247869822,0.11201521821126263,0.1349508657130058,0.9999999999999999,0.2078388775372098,0.08388939632529818,0.18123147062368966,0.16660548117447008
Cluster_18,0.17583237420704306,0.25029576726330355,0.33312590070228665,0.2771371338574353,0.20990177379778951,0.19123756111286996,0.16572357964416004,0.22287149474130147,0.27466807589456643,0.2725440022909211,0.3640180035240239,0.20631346923164795,0.08034148045919604,0.0834413552062213,0.11078430638868443,0.2078388775372098,1.0,0.084003828208519,0.21485858496038066,0.08175362968730736
Cluster_19,0.025570351784341427,0.01287679018086909,0.1364664197028463,0.05829402931673062,0.07358948164775936,0.1610415482894637,0.06840163405961908,0.01495051486809307,0.012798659116234741,0.05815280649355926,0.042002046278583706,0.25840872670446036,0.019505692859369806,0.021197965995012495,0.006272935853037165,0.08388939632529818,0.08400382820851901,0.9999999999999999,0.2747945680906739,0.015701129878058794
Cluster_20,0.09684511659162473,0.06263282484222901,0.3630722771429714,0.1807019023950392,0.20893416312340637,0.2434663481726879,0.17357344365487426,0.07132205213711264,0.05583900530402179,0.14879174539271514,0.07703451997175607,0.3269802355508763,0.07402108868006536,0.09393422924128268,0.03576708022174967,0.18123147062368966,0.21485858496038066,0.2747945680906739,1.0,0.09620963908218494
Cluster_21,0.3755664436271225,0.2851561711086657,0.26723253298666527,0.354285238205062,0.34229562947083225,0.19286466732722177,0.3032839528111461,0.2683308081521714,0.20304632694616376,0.20914745065068666,0.15158508621786923,0.15341039025275227,0.055952331206491346,0.1009046493469758,0.05703474233911772,0.1666054811744701,0.08175362968730736,0.01570112987805879,0.09620963908218495,0.9999999999999998
