bin_id,center_x,center_y,n_cells,total_transcripts
bin_12_6,3519.48,8652.25,18,6081.73
bin_12_7,3519.48,8752.25,42,16029.627
bin_12_8,3519.48,8852.25,76,30708.6
bin_12_9,3519.48,8952.25,57,22676.553
bin_12_10,3519.48,9052.25,16,4791.645
bin_13_0,3619.48,8052.25,31,9219.081
bin_13_1,3619.48,8152.25,19,5515.002
bin_13_2,3619.48,8252.25,19,6820.8857
bin_13_3,3619.48,8352.25,33,11910.592
bin_13_4,3619.48,8452.25,14,3841.0376
bin_13_5,3619.48,8552.25,17,5610.168
bin_13_6,3619.48,8652.25,24,7486.3086
bin_13_7,3619.48,8752.25,16,4960.3843
bin_13_8,3619.48,8852.25,87,34015.445
bin_13_9,3619.48,8952.25,71,27049.68
bin_13_10,3619.48,9052.25,16,5194.08
bin_13_11,3619.48,9152.25,12,4461.8867
bin_14_0,3719.48,8052.25,23,7985.9517
bin_14_1,3719.48,8152.25,22,6161.5156
bin_14_2,3719.48,8252.25,10,3527.6648
bin_14_3,3719.48,8352.25,42,16541.006
bin_14_4,3719.48,8452.25,23,8617.818
bin_14_5,3719.48,8552.25,12,3095.7585
bin_14_6,3719.48,8652.25,19,5151.475
bin_14_7,3719.48,8752.25,16,4866.947
bin_14_8,3719.48,8852.25,35,12823.566
bin_14_9,3719.48,8952.25,49,20455.984
bin_14_10,3719.48,9052.25,20,7140.968
bin_14_11,3719.48,9152.25,15,5184.383
bin_15_1,3819.48,8152.25,24,7004.2197
bin_15_2,3819.48,8252.25,25,6845.376
bin_15_3,3819.48,8352.25,19,5801.9946
bin_15_4,3819.48,8452.25,31,11973.377
bin_15_5,3819.48,8552.25,12,4698.443
bin_15_6,3819.48,8652.25,17,4481.806
bin_15_7,3819.48,8752.25,22,6330.2393
bin_15_8,3819.48,8852.25,27,8098.4697
bin_15_9,3819.48,8952.25,20,6247.5396
bin_15_10,3819.48,9052.25,19,5687.87
bin_15_11,3819.48,9152.25,5,1726.8049
bin_16_2,3919.48,8252.25,32,8542.033
bin_16_3,3919.48,8352.25,28,8595.434
bin_16_4,3919.48,8452.25,5,1230.4968
bin_16_5,3919.48,8552.25,20,7008.3076
bin_16_6,3919.48,8652.25,36,13400.566
bin_16_7,3919.48,8752.25,9,2604.663
bin_16_8,3919.48,8852.25,3,851.2896
bin_16_9,3919.48,8952.25,7,2494.1877
bin_16_10,3919.48,9052.25,3,1140.9546
bin_16_11,3919.48,9152.25,6,1595.3467
bin_17_2,4019.48,8252.25,23,5718.8916
bin_17_3,4019.48,8352.25,7,2152.2014
bin_17_4,4019.48,8452.25,7,1408.7935
bin_17_5,4019.48,8552.25,6,1527.6342
bin_17_6,4019.48,8652.25,6,1487.1423
bin_17_7,4019.48,8752.25,11,4052.671
bin_17_8,4019.48,8852.25,2,730.5159
bin_17_9,4019.48,8952.25,12,3731.94
bin_17_10,4019.48,9052.25,7,2879.039
bin_18_3,4119.48,8352.25,2,604.16254
bin_18_4,4119.48,8452.25,2,330.30258
bin_18_6,4119.48,8652.25,1,47.94947
bin_18_7,4119.48,8752.25,12,3270.338
bin_18_8,4119.48,8852.25,1,376.8921
bin_18_9,4119.48,8952.25,16,5069.0864
bin_18_10,4119.48,9052.25,16,6304.0166
bin_19_4,4219.48,8452.25,3,664.89856
bin_19_8,4219.48,8852.25,15,4058.2026
bin_19_10,4219.48,9052.25,2,310.54272
