bin_id,center_x,center_y,n_cells,total_transcripts
bin_13_11,7195.14,8114.39,15,2429.0469
bin_13_12,7195.14,8214.39,17,2735.3828
bin_13_13,7195.14,8314.39,16,2689.4421
bin_13_14,7195.14,8414.39,22,3878.9329
bin_14_0,7295.14,7014.39,15,2907.0845
bin_14_1,7295.14,7114.39,35,6941.542
bin_14_2,7295.14,7214.39,15,2544.0078
bin_14_3,7295.14,7314.39,57,10837.861
bin_14_4,7295.14,7414.39,55,10339.254
bin_14_5,7295.14,7514.39,47,8644.344
bin_14_6,7295.14,7614.39,27,4869.884
bin_14_7,7295.14,7714.39,29,5543.8584
bin_14_8,7295.14,7814.39,71,12258.557
bin_14_9,7295.14,7914.39,25,5090.1274
bin_14_10,7295.14,8014.39,12,1784.7478
bin_14_11,7295.14,8114.39,9,1849.8851
bin_14_12,7295.14,8214.39,11,2153.8745
bin_14_13,7295.14,8314.39,18,3713.5862
bin_14_14,7295.14,8414.39,17,2924.5063
bin_15_1,7395.14,7114.39,9,1433.927
bin_15_2,7395.14,7214.39,33,6030.4697
bin_15_3,7395.14,7314.39,29,5495.6196
bin_15_4,7395.14,7414.39,33,5838.4355
bin_15_5,7395.14,7514.39,54,9945.447
bin_15_6,7395.14,7614.39,59,10915.074
bin_15_7,7395.14,7714.39,64,12213.121
bin_15_8,7395.14,7814.39,49,8732.355
bin_15_9,7395.14,7914.39,25,5104.3823
bin_15_10,7395.14,8014.39,7,1377.3401
bin_15_11,7395.14,8114.39,9,2448.8955
bin_15_12,7395.14,8214.39,11,2992.226
bin_15_13,7395.14,8314.39,12,3081.5127
bin_15_14,7395.14,8414.39,19,4120.0913
bin_16_2,7495.14,7214.39,26,4680.4844
bin_16_3,7495.14,7314.39,24,4928.287
bin_16_4,7495.14,7414.39,17,3281.2153
bin_16_5,7495.14,7514.39,31,6610.7217
bin_16_6,7495.14,7614.39,21,3983.2192
bin_16_7,7495.14,7714.39,32,6328.2637
bin_16_8,7495.14,7814.39,25,4352.1123
bin_16_9,7495.14,7914.39,17,3379.5938
bin_16_10,7495.14,8014.39,23,6024.964
bin_17_4,7595.14,7414.39,9,1583.2
bin_17_5,7595.14,7514.39,5,1130.1553
bin_17_6,7595.14,7614.39,3,659.6823
bin_17_7,7595.14,7714.39,34,6946.797
bin_17_8,7595.14,7814.39,22,4213.8247
bin_17_9,7595.14,7914.39,36,8265.656
