,Cluster_0,Cluster_1,Cluster_2,Cluster_3,Cluster_4,Cluster_5,Cluster_6,Cluster_7,Cluster_8,Cluster_9,Cluster_10,Cluster_11,Cluster_12,Cluster_13,Cluster_14,Cluster_15,Cluster_16,Cluster_17,Cluster_18,Cluster_19,Cluster_20
Cluster_10,0.2983058614480447,0.7584585654727404,0.6983832690663393,0.7006489482934872,0.35079808715616556,0.647883185849634,0.5322459765071476,0.5546607035381811,0.17798375386181564,0.6251342254814559,0.9999999999999998,0.6588088251513962,0.7457449197470192,0.17779667563508372,0.3447069783103944,0.5757220177655117,0.15954766132183137,0.07906883828408588,0.16535477484640146,0.09355762891191435,0.21152869695607332
Cluster_11,0.39025245530364616,0.7763614648629403,0.7425789068901344,0.6678425006756085,0.46271338047796245,0.8437414864044804,0.7417256419728732,0.7678219034560696,0.19121482991442207,0.7818701693690018,0.6588088251513962,1.0,0.8354235727758705,0.21916403191908682,0.4386040098497083,0.41966401333025827,0.17718959239512128,0.08780021177024423,0.25107537053517875,0.10319439842545967,0.2904749428687425
Cluster_12,0.29592519833137876,0.84410734441697,0.7578695259312755,0.7514763512687151,0.388131491825363,0.7320161897301175,0.6573849131845378,0.6864625550772054,0.1651043124617255,0.6988254721855451,0.7457449197470192,0.8354235727758705,1.0,0.27552023395679565,0.3439729700919327,0.4715989887858074,0.1365695017895677,0.06078194756636859,0.18368559409859925,0.043622981951932094,0.2522183519277632
Cluster_13,0.04144693945985726,0.27634176042964775,0.2657123785014252,0.24649410292984877,0.05389469217869803,0.23735753549913455,0.18909444776551965,0.16116544629766355,-0.0005593024192309811,0.1590360484910429,0.17779667563508372,0.2191640319190868,0.2755202339567956,1.0,0.023644404323486086,0.07514824507292135,-0.030185387546781815,-0.04941675469688973,0.00460032244831889,-0.08500466838565227,0.07687206779787585
Cluster_14,0.5639536907340466,0.40606006921069093,0.42774919738974587,0.3708537833721703,0.5079980793717672,0.48632480926863386,0.33353834731720056,0.29059211063557855,0.2826169516263406,0.4342203614684408,0.3447069783103943,0.4386040098497083,0.3439729700919327,0.023644404323486086,1.0,0.5410578239498214,0.29172556182149545,0.1518182758320965,0.28302760402998245,0.2785713494096355,0.19665738993078385
Cluster_15,0.35315825026204795,0.48683160094820416,0.44419256126651624,0.45985588621550194,0.3362347862095671,0.4334694725543937,0.3168885693560198,0.3568648396652019,0.21910028702725148,0.3983834766081067,0.5757220177655117,0.41966401333025827,0.47159898878580747,0.07514824507292135,0.5410578239498214,1.0,0.220071310521518,0.06969874417922839,0.1856867470388308,0.1736984338327271,0.2235224548715261
Cluster_16,0.38927796823254834,0.20599352246646513,0.2902045348483388,0.16625341107390923,0.3004789207415246,0.19639938238860982,0.2562570444849254,0.18212915051347228,0.6585013667786112,0.17283741192321142,0.1595476613218314,0.1771895923951213,0.13656950178956773,-0.030185387546781815,0.29172556182149545,0.220071310521518,0.9999999999999999,0.1684110791367866,0.1700076784637562,0.2972834131361469,0.1783727914447153
Cluster_17,0.15832365715866908,0.10666096475775269,0.18556524052838957,0.085374808129807,0.1261376866703744,0.09446371281141902,0.1429684769810376,0.07317912561812376,0.14815963344569166,0.08159137777238142,0.07906883828408588,0.08780021177024423,0.06078194756636859,-0.04941675469688973,0.15181827583209648,0.0696987441792284,0.1684110791367866,0.9999999999999998,0.09599401454116281,0.07836454282627191,0.0439701870298087
Cluster_18,0.2859395580938826,0.2367684267223668,0.26551034456152883,0.1997927750105994,0.5338514981550492,0.2296807117564702,0.2834804771343516,0.2525326054858673,0.1638990098269487,0.21362363835105225,0.16535477484640146,0.25107537053517875,0.18368559409859925,0.00460032244831889,0.28302760402998245,0.18568674703883084,0.17000767846375617,0.09599401454116281,0.9999999999999999,0.10977468357006993,0.08681815906826076
Cluster_19,0.30045096127998966,0.08555647626439795,0.13967637624320792,0.07449961590193518,0.1766072974053997,0.09237281843412032,0.12388855026042112,0.06690035979417702,0.22899497645582126,0.10332850916069466,0.09355762891191434,0.10319439842545967,0.04362298195193209,-0.08500466838565225,0.27857134940963557,0.1736984338327271,0.297283413136147,0.07836454282627191,0.10977468357006993,0.9999999999999998,0.15258346656931218
Cluster_20,0.22354792912810595,0.276073600129629,0.28626596910318175,0.25435539643913396,0.17070815281009408,0.2758772667143706,0.2343394448738786,0.24051542493655917,0.12290828585773016,0.21386851888978609,0.21152869695607332,0.2904749428687424,0.25221835192776326,0.07687206779787584,0.19665738993078388,0.2235224548715261,0.1783727914447153,0.0439701870298087,0.08681815906826075,0.1525834665693122,0.9999999999999998
