,Cluster_0,Cluster_1,Cluster_2,Cluster_3,Cluster_4,Cluster_5,Cluster_6,Cluster_7,Cluster_8,Cluster_9,Cluster_10,Cluster_11,Cluster_12,Cluster_13,Cluster_14,Cluster_16,Cluster_17,Cluster_18,Cluster_19,Cluster_20,Cluster_21,Cluster_22,Cluster_23
Cluster_10,0.24343818354284105,0.5064821769495256,0.29843235620538267,0.34582819457961805,0.3703219419658084,0.37824702673184707,0.45725506923124803,0.3170880557597804,0.2749362670492401,0.22589450643327424,0.9999999999999999,0.33814087827115913,0.5478981305388723,0.28558266333457527,0.2966710914123447,0.23588551014772674,0.24162816512128987,0.16902939845858214,0.24742225943865845,0.22969987740904257,0.23654974406490692,0.3054688332308174,0.31808359982126183
Cluster_11,0.06739827530612974,0.28838979894738986,0.0756764308212897,0.2129739389016222,0.5158844641005574,0.16724399396172632,0.27469141773292605,0.14500317063199947,0.0890678574028516,0.1368357971003676,0.33814087827115913,1.0,0.2531608709476778,0.07825882395094737,0.6397854937113888,0.118708759054865,0.12893257889868112,0.1725276774361203,0.17973557163077536,0.25158485601204433,0.13797848181275255,0.16320174217322259,0.24970528279462628
Cluster_12,0.15525839424710167,0.4166759831713397,0.17666835795903663,0.30252720222687185,0.24107796152037536,0.258343682716311,0.3362418514319531,0.2450900324529119,0.14326791572182612,0.1286999670945934,0.5478981305388723,0.2531608709476778,1.0,0.14357446418844413,0.1945217790977011,0.24360042159361592,0.1477978399178206,0.17989061859965663,0.179465888276027,0.25980967075140926,0.1703832789312529,0.24532213499153557,0.29669949331476053
Cluster_13,0.8150497989908672,0.39537575722708684,0.9281041321573114,0.20080645797178986,0.4652491283505211,0.6708011551559702,0.33730879331108965,0.42602936848948997,0.7142105726041053,0.5094319432796688,0.28558266333457527,0.07825882395094737,0.14357446418844416,1.0,0.08518068930018502,0.17338949995718442,0.5870588466278625,0.00393658833116099,0.31612453631164833,0.04941591750807492,0.236947129275545,0.2848575196907159,0.1644219264881522
Cluster_14,0.07612811085827045,0.3742204434602892,0.09050771793231284,0.3084952959199775,0.44925084191690706,0.12656829454329488,0.38196170335113794,0.177537842430486,0.09497754566028714,0.12537877762870864,0.2966710914123447,0.6397854937113887,0.19452177909770113,0.08518068930018502,1.0,0.14353145142567722,0.13370226672981075,0.23923708785881406,0.2521492335272987,0.29747089512248515,0.14650594417432375,0.24325326423227758,0.30687764854855126
Cluster_16,0.18978341053799963,0.38706858601046984,0.21189879613804832,0.33673084472639103,0.15373681894295813,0.22384898935543618,0.3436377993114589,0.27454489217191086,0.15821141603604422,0.15894158876205372,0.2358855101477267,0.118708759054865,0.24360042159361592,0.1733894999571844,0.14353145142567725,0.9999999999999998,0.17591003940252045,0.130156867309371,0.19324291862006024,0.13659915764380018,0.1743734679976909,0.25263691275165007,0.2608755609951034
Cluster_17,0.5328861694084396,0.4230686318405857,0.5468129920205566,0.22120874530190587,0.3266639765259584,0.47833519965225785,0.3731711065596453,0.3712182505974995,0.4835667608968275,0.3370218807563368,0.24162816512128987,0.12893257889868115,0.1477978399178206,0.5870588466278626,0.13370226672981078,0.17591003940252045,1.0,0.015147446990973286,0.24295257560092218,0.08241592310505995,0.2105205108844456,0.28416670188466453,0.19247615827333397
Cluster_18,0.006401728201809404,0.16044719879365024,0.02173150127340511,0.3697437550565636,0.10374671533400057,0.016774030344508868,0.17634308751199007,0.06728027498870655,0.026745581813571177,0.05534329667853847,0.16902939845858214,0.1725276774361203,0.17989061859965663,0.00393658833116099,0.23923708785881406,0.130156867309371,0.015147446990973285,1.0,0.12412668702704815,0.5314259324152729,0.13258014524295245,0.10821636052567711,0.22689556759480445
Cluster_19,0.2924133421300645,0.4663909207236654,0.3391834485578574,0.29987715770697104,0.24234011365100266,0.31985036637432135,0.4897953607875847,0.28609957423395316,0.2145055482496726,0.1629973384571125,0.24742225943865845,0.17973557163077536,0.179465888276027,0.31612453631164833,0.2521492335272987,0.19324291862006024,0.2429525756009222,0.12412668702704814,0.9999999999999998,0.17558833877131333,0.18316000742044247,0.29150382357680155,0.3025617112602948
Cluster_20,0.053159045773342774,0.33371139360928803,0.05901306999991705,0.35862470324617013,0.19616969390077785,0.10076523177895483,0.35092692387869556,0.15036043700117485,0.06655694617978672,0.0826698811824103,0.22969987740904257,0.25158485601204433,0.25980967075140926,0.04941591750807492,0.29747089512248515,0.13659915764380018,0.08241592310505995,0.5314259324152729,0.17558833877131333,1.0,0.233079538902052,0.22795676189601136,0.35828966072314955
Cluster_21,0.22491358084900442,0.38689618795642167,0.23858154241319746,0.2685497891773552,0.27538087955714935,0.32354321189257945,0.35559168155969134,0.2796604727368614,0.21871505174884676,0.1488856646004237,0.23654974406490695,0.13797848181275255,0.1703832789312529,0.236947129275545,0.14650594417432375,0.1743734679976909,0.2105205108844456,0.13258014524295245,0.18316000742044247,0.23307953890205196,1.0,0.25387795900688875,0.22069461629183248
Cluster_22,0.28562907089775075,0.605680733267394,0.3183207797821796,0.3885127907900891,0.3075057431486897,0.37171415432488564,0.6144854580790677,0.4248702313728669,0.2762121556269402,0.19091237760359825,0.3054688332308174,0.1632017421732226,0.24532213499153557,0.2848575196907158,0.24325326423227756,0.25263691275165007,0.2841667018846645,0.10821636052567711,0.29150382357680155,0.22795676189601136,0.25387795900688875,1.0,0.38008659013670026
Cluster_23,0.17377993969123517,0.6265802374633532,0.20838599951654174,0.386832406806166,0.24421644189981223,0.25760065179012126,0.6541787695526481,0.34768262900986907,0.13035969563892,0.10941575480406687,0.31808359982126183,0.24970528279462628,0.29669949331476053,0.16442192648815218,0.30687764854855126,0.2608755609951034,0.192476158273334,0.22689556759480448,0.3025617112602948,0.35828966072314955,0.22069461629183248,0.38008659013670026,1.0
