,Cluster_0,Cluster_1,Cluster_2,Cluster_3,Cluster_4,Cluster_5,Cluster_6,Cluster_7,Cluster_8,Cluster_9,Cluster_10,Cluster_11,Cluster_12,Cluster_13,Cluster_14,Cluster_15,Cluster_16,Cluster_17,Cluster_18,Cluster_19,Cluster_20
Cluster_10,0.5531979581398084,0.8284244646604958,0.41612037419200454,0.6839705345466962,0.5593663032218051,0.39911752941895223,0.5653460850903121,0.4770191241701895,0.23739626955830093,0.29792359439899735,1.0,0.4785608566079987,0.738648697438795,0.8398161713875696,0.16710062873834342,0.18423002635979255,0.36601088239767643,0.14280003933297364,0.22825410048519484,0.23181286633084747,0.17223064564334128
Cluster_11,0.7428753937489895,0.6342799182687613,0.28132907340620955,0.7080417429237201,0.7014809015982493,0.32158459381252585,0.6293209626037822,0.617315102336872,0.14880458228040508,0.4516706077279051,0.47856085660799863,0.9999999999999998,0.6004132866181009,0.5698446759387797,0.09060539275315377,0.14743264433751035,0.22464516722083921,0.0837774250705572,0.1558229627403196,0.182720485870648,0.13494988607552666
Cluster_12,0.7760892556251507,0.9046989901728867,0.44069231460655495,0.7143210857643425,0.7379667286308541,0.41228217227135466,0.6635225347519872,0.6249675262601888,0.23487163612493006,0.3704786090276194,0.738648697438795,0.600413286618101,1.0,0.5990364921354756,0.16957074689477533,0.21344580041782657,0.32943716066496037,0.11668393756499659,0.23628600747344028,0.2324778920166565,0.15379686067792822
Cluster_13,0.6270382282194142,0.6851724449231034,0.28979238501587945,0.8268962931460279,0.6237245495289522,0.37057656504591796,0.6838350687209626,0.557169067226792,0.17908787140751725,0.3183646833940689,0.8398161713875697,0.5698446759387797,0.5990364921354756,1.0,0.0978546617308954,0.1564738646834103,0.302829780729464,0.08579363325070187,0.1755834820073528,0.2027061817715625,0.14336286886500849
Cluster_14,0.09862451013555674,0.20154106296428592,0.15823011227576647,0.11364592760778731,0.10735746416452634,0.12114394120049075,0.10651493941703521,0.0990562178432302,0.13195634787944427,0.12232938578164292,0.16710062873834342,0.09060539275315377,0.1695707468947753,0.0978546617308954,1.0,-0.007923656340934492,0.10248223182154945,0.15230553479276837,0.10289764167742353,0.07669215277625972,0.039196038608894423
Cluster_15,0.22733049238150826,0.2421715949456085,0.0821680661546474,0.24786859371084227,0.2117950418806447,0.06910311828490258,0.18222883847887747,0.13343260692444356,0.0021938861063455473,0.06565331007780123,0.18423002635979255,0.14743264433751035,0.2134458004178266,0.15647386468341032,-0.007923656340934492,1.0,0.047089850774307856,-0.03461301852737319,0.00406812045915501,0.04538541246157281,0.00223980188807352
Cluster_16,0.2588069073245092,0.3739150524129463,0.27598754059904607,0.3024173303663225,0.289769620532503,0.4202833211591661,0.2806783290537075,0.26103845221373195,0.13729907116002613,0.20965919146295398,0.36601088239767643,0.22464516722083921,0.3294371606649604,0.30282978072946404,0.10248223182154943,0.04708985077430786,1.0,0.10314948276915066,0.1276543687518312,0.12354706579167037,0.07118348712106327
Cluster_17,0.06377794339540453,0.19274008132025705,0.29685631564465903,0.07639372560368567,0.083784917049803,0.19060948806784095,0.07540909499192032,0.07172108338055265,0.4642465975948409,0.19699749521664417,0.1428000393329736,0.08377742507055719,0.1166839375649966,0.08579363325070188,0.1523055347927684,-0.03461301852737319,0.10314948276915067,0.9999999999999999,0.3940371909477707,0.197237834640621,0.2081008567746621
Cluster_18,0.17383528633430745,0.2897640749035639,0.3267387958903709,0.17980091083778538,0.1825675975305366,0.24585038598730818,0.17908654411470432,0.17591746389119603,0.533332389200376,0.21163613178177376,0.22825410048519482,0.15582296274031956,0.23628600747344028,0.1755834820073528,0.10289764167742353,0.004068120459155009,0.1276543687518312,0.3940371909477707,1.0,0.17140564286745838,0.13547130341224167
Cluster_19,0.19179919804454265,0.2808490739235235,0.31517646198266575,0.2377572693455094,0.2017103358949288,0.20329668937755818,0.21397111813377062,0.19208516265449802,0.18365422828325437,0.29367280897930137,0.23181286633084747,0.182720485870648,0.23247789201665647,0.2027061817715625,0.07669215277625974,0.04538541246157281,0.12354706579167038,0.19723783464062097,0.1714056428674584,1.0,0.2002712612260397
Cluster_20,0.12397004859714046,0.19669361091765503,0.1460808006022114,0.14947852331975062,0.13198224694472852,0.12260605957395082,0.13056704781982062,0.12746203072916368,0.1463012283218097,0.13641603193425286,0.17223064564334128,0.1349498860755267,0.15379686067792822,0.14336286886500849,0.039196038608894423,0.0022398018880735197,0.07118348712106327,0.2081008567746621,0.13547130341224167,0.2002712612260397,0.9999999999999998
